symbol,name,actual1_T,consensus1_T,forecast1_T,forecast10_T,delta_f1_c1_pct,delta_f1_act_pct,delta_f10_c1_pct,delta_f10_act_pct
MDXG,MiMedx Group Inc.,6.83,7.00,6.99,8.29,-0.2%,2.3%,18.4%,21.4%
CPRX,Catalyst Pharmaceuticals Inc.,20.84,19.76,19.72,23.36,-0.2%,-5.4%,18.2%,12.1%
UIS,Unisys Corporation,3.89,3.91,3.90,4.62,-0.2%,0.4%,18.0%,18.6%
CWAN,CLEARWATER ANALYTICS INC.,17.59,17.81,17.78,20.97,-0.2%,1.0%,17.7%,19.2%
IMCR,Immunocore Holdings plc,35.29,36.43,36.54,42.82,0.3%,3.6%,17.5%,21.3%
GDYN,Grid Dynamics Holdings Inc.,8.33,7.73,7.76,9.09,0.3%,-6.9%,17.5%,9.1%
LNTH,lantea holdings inc,52.69,51.43,51.35,60.16,-0.2%,-2.5%,17.0%,14.2%
SLP,Simulations Plus Inc.,15.48,15.11,15.09,17.65,-0.2%,-2.5%,16.8%,14.0%
CRTO,Criteo S.A.,21.31,22.66,22.62,26.21,-0.1%,6.2%,15.7%,23.0%
ENOV,enovix corporation,30.46,30.42,30.37,35.19,-0.1%,-0.3%,15.7%,15.5%
FINV,FinVolution Group,7.50,7.39,7.38,8.38,-0.1%,-1.6%,13.5%,11.8%
TXO,TXO Partners L.P.,14.13,14.08,14.07,15.96,-0.1%,-0.5%,13.4%,13.0%
LFST,LIFESTANCE HEALTH GROUP,5.35,5.51,5.51,6.24,-0.1%,2.9%,13.1%,16.6%
ARCO,Arcos Dorados Holdings Inc.,6.69,6.76,6.76,7.64,-0.1%,1.0%,13.0%,14.2%
DAR,DARLING INGREDIENTS INC.,31.47,30.93,30.90,34.67,-0.1%,-1.8%,12.1%,10.2%
AENT,Alliance Entertainment Holding Corporation,6.92,6.74,6.77,7.55,0.4%,-2.2%,12.0%,9.1%
QUAD,Quad/Graphics Inc.,6.10,6.27,6.27,7.02,-0.1%,2.7%,12.0%,15.1%
SPB,Superior Plus Corp.,53.00,52.63,52.59,58.92,-0.1%,-0.8%,12.0%,11.2%
AHCO,AdaptHealth Corp,9.44,8.97,8.96,10.00,-0.1%,-5.1%,11.5%,5.9%
CAL,Caleres Inc.,13.25,13.06,13.05,14.54,-0.1%,-1.5%,11.3%,9.7%
EEFT,Euronext Worldwide,88.22,87.97,87.91,97.83,-0.1%,-0.3%,11.2%,10.9%
KNF,Knife River Corporation,72.63,77.01,76.95,85.38,-0.1%,6.0%,10.9%,17.6%
ARDT,Ardent Health Inc.,13.22,13.27,13.32,14.71,0.3%,0.7%,10.8%,11.3%
ASIX,AdvanSix Inc.,19.39,19.49,19.48,21.60,-0.1%,0.5%,10.8%,11.4%
MTDR,MATADOR RESOURCES COMPANY,,45.01,44.98,49.83,-0.1%,,10.7%,
BWMX,Betterware de México S.A.P.I. de C.V.,13.07,13.39,13.38,14.80,-0.1%,2.4%,10.5%,13.2%
FI,FISERV,125.77,129.15,129.07,142.73,-0.1%,2.6%,10.5%,13.5%
ALK,Alaska Air Group Inc,48.98,49.86,49.83,55.11,-0.1%,1.7%,10.5%,12.5%
CRM,Salesforce Inc.,238.81,237.39,237.26,261.57,-0.1%,-0.6%,10.2%,9.5%
UTZ,Utz Brands Inc.,12.30,12.17,12.16,13.39,-0.1%,-1.1%,10.0%,8.9%
SPNT,SiriusPoint Ltd.,17.72,18.12,18.11,19.91,-0.0%,2.2%,9.9%,12.3%
KRO,Kronos Worldwide Inc.,5.71,5.75,5.75,6.31,-0.0%,0.6%,9.7%,10.5%
MAX,MediaAlpha Inc,11.18,11.40,11.39,12.49,-0.0%,1.9%,9.6%,11.7%
CTRA,Coterra Energy Inc.,23.16,23.69,23.68,25.94,-0.0%,2.3%,9.5%,12.0%
SLGN,Silgan Holdings Inc.,42.64,43.08,43.06,47.14,-0.0%,1.0%,9.4%,10.5%
LKQ,LKQ Corporation,31.31,30.59,30.57,33.44,-0.0%,-2.4%,9.3%,6.8%
MATV,Mativ Holdings Inc.,11.29,11.33,11.32,12.36,-0.0%,0.3%,9.1%,9.5%
TNC,Tennant Company,81.78,81.18,81.15,88.58,-0.0%,-0.8%,9.1%,8.3%
SLB,Schlumberger Limited,35.09,34.42,34.41,37.43,-0.0%,-1.9%,8.8%,6.7%
NRDS,NerdWallet Inc.,10.77,10.77,10.77,11.70,-0.0%,0.0%,8.6%,8.6%
CON,CONCENTRA GROUP HOLDING,20.71,20.96,20.95,22.73,-0.0%,1.2%,8.5%,9.8%
ATR,AptarGroup Inc.,133.06,133.83,133.81,144.50,-0.0%,0.6%,8.0%,8.6%
STZ,Constellation Brands Inc.,140.53,134.84,134.82,145.40,-0.0%,-4.1%,7.8%,3.5%
TWLO,Twilio Inc.,102.70,100.21,100.20,107.94,-0.0%,-2.4%,7.7%,5.1%
DVN,Devon Energy Corporation,34.33,35.10,35.10,37.71,-0.0%,2.2%,7.4%,9.8%
ZTS,Zoetis Inc.,,146.49,146.48,157.31,-0.0%,,7.4%,
CHE,Chemed Corporation,440.64,448.26,448.23,480.56,-0.0%,1.7%,7.2%,9.1%
SSTK,Shutterstock Inc.,21.27,20.87,20.87,22.38,-0.0%,-1.9%,7.2%,5.2%
DDL,Dingdong (Cayman) Limited,2.06,2.07,2.07,2.22,-0.0%,0.8%,7.2%,8.1%
TXG,Torex Gold Resources Inc.,12.39,11.70,11.70,12.54,-0.0%,-5.5%,7.1%,1.2%
NESR,National Energy Services Reunited Corp.,10.16,10.27,10.31,11.00,0.3%,1.5%,7.1%,8.2%
CIVI,Civitas Resources Inc.,33.69,32.54,32.54,34.80,-0.0%,-3.4%,7.0%,3.3%
SPGI,S&P Global Inc.,481.67,487.25,487.25,520.78,-0.0%,1.2%,6.9%,8.1%
DOX,Amdocs Limited,82.11,81.72,81.72,87.24,0.0%,-0.5%,6.8%,6.3%
TRVG,trivago N.V.,3.29,3.34,3.34,3.56,0.0%,1.5%,6.7%,8.3%
FANG,DIAMONDBLACK ENERGY INC.,143.54,143.25,143.26,152.56,0.0%,-0.2%,6.5%,6.3%
HTO,H2O America,47.29,48.75,48.76,51.79,0.0%,3.1%,6.2%,9.5%
TBLA,Taboola.com Ltd.,3.33,3.41,3.41,3.62,0.0%,2.5%,6.1%,8.7%
AXON,Axon Enterprise Inc.,720.53,718.32,718.43,760.63,0.0%,-0.3%,5.9%,5.6%
UTL,Unitil Corporation,47.22,47.90,48.14,50.66,0.5%,2.0%,5.7%,7.3%
COP,CONOCO PHILLIPS,95.46,94.68,94.69,100.02,0.0%,-0.8%,5.6%,4.8%
DHR,Danaher Corporation,210.30,198.44,198.48,209.63,0.0%,-5.6%,5.6%,-0.3%
WSR,WISDOMTREE INC.,,12.29,12.29,12.95,0.0%,,5.3%,
SLVM,Sylvamo Corporation,44.81,44.26,44.27,46.59,0.0%,-1.2%,5.3%,4.0%
AMZN,Amazon.com Inc.,222.41,219.75,219.81,231.22,0.0%,-1.2%,5.2%,4.0%
CWT,CALIFORNIA WATER SERVICE GROUP INC.,,45.93,45.94,48.30,0.0%,,5.2%,
BIIB,Biogen Inc.,154.22,142.61,142.66,149.58,0.0%,-7.5%,4.9%,-3.0%
MSFT,Microsoft Corporation,,518.35,518.52,542.89,0.0%,,4.7%,
INSW,International Seaways Inc.,46.07,46.11,46.13,48.19,0.0%,0.1%,4.5%,4.6%
UAL,United Airlines Holdings Inc.,93.15,96.57,96.61,100.88,0.0%,3.7%,4.5%,8.3%
META,Meta Platforms Inc.,,734.91,735.19,767.70,0.0%,,4.5%,
KO,COCA-COLA CO,66.78,66.37,66.39,69.28,0.0%,-0.6%,4.4%,3.7%
BA,BOEING CO,217.39,215.98,216.07,225.32,0.0%,-0.6%,4.3%,3.6%
SBUX,STARBUCKS CORPORATION,84.40,84.65,84.69,88.01,0.0%,0.3%,4.0%,4.3%
DIS,WALT DISNEY CO,112.16,114.57,114.63,119.09,0.0%,2.2%,3.9%,6.2%
NKE,NIKE INC.,74.56,69.77,69.81,72.50,0.0%,-6.4%,3.9%,-2.8%
RCI,Rogers Communications Inc.,34.84,34.49,34.51,35.79,0.0%,-1.0%,3.8%,2.7%
PFGC,Performance Food Group Company,102.48,104.10,104.15,107.89,0.1%,1.6%,3.6%,5.3%
IMXI,International Money Express Inc.,14.02,13.98,13.99,14.48,0.1%,-0.2%,3.6%,3.3%
NVDA,NVIDIA Corporation,187.24,186.69,186.84,193.32,0.1%,-0.2%,3.6%,3.2%
TMUS,T-MOBILE US INC.,233.26,239.51,239.64,247.64,0.1%,2.7%,3.4%,6.2%
MA,Mastercard Incorporated,577.46,569.12,569.44,588.43,0.1%,-1.4%,3.4%,1.9%
AMTM,Amentum Holdings Inc.,25.16,24.83,24.84,25.67,0.1%,-1.3%,3.4%,2.0%
SMP,Standard Motor Products Inc.,40.97,40.84,40.86,42.20,0.1%,-0.3%,3.3%,3.0%
DDOG,Datadog Inc.,151.57,142.48,142.56,147.16,0.1%,-5.9%,3.3%,-2.9%
NFLX,NETFLIX INC.,1162.53,1199.54,1200.24,1238.11,0.1%,3.2%,3.2%,6.5%
ZBH,Zimmer Biomet Holdings Inc.,,98.55,98.61,101.56,0.1%,,3.1%,
MDB,MongoDB,321.53,310.53,310.72,319.97,0.1%,-3.4%,3.0%,-0.5%
ZM,Zoom Video Communications Inc.,,82.54,82.59,84.96,0.1%,,2.9%,
CVNA,Carvana Co.,394.61,377.42,377.66,388.46,0.1%,-4.3%,2.9%,-1.6%
TXN,TEXAS INSTRUMENTS INC.,180.39,183.82,183.93,189.14,0.1%,2.0%,2.9%,4.8%
PRU,Prudential Financial Inc.,101.94,103.79,103.85,106.74,0.1%,1.9%,2.8%,4.7%
MANH,MANHATTAN ASSOCIATES INC.,199.57,205.07,205.21,210.73,0.1%,2.8%,2.8%,5.6%
PG,PROCTER & GAMBLE CO,152.06,153.72,153.82,157.83,0.1%,1.2%,2.7%,3.8%
XOM,EXXON MOBIL CORP.,,112.80,112.87,115.79,0.1%,,2.7%,
TCOM,Trip.com Group Limited,74.94,75.23,75.28,77.21,0.1%,0.5%,2.6%,3.0%
AHL,Aspen Insurance Holdings Limited,36.73,36.73,36.75,37.69,0.1%,0.1%,2.6%,2.6%
MU,Micron Technology Inc.,,167.39,168.31,171.76,0.5%,,2.6%,
HLF,High Liner Foods Incorporated,8.70,8.44,8.45,8.66,0.1%,-2.8%,2.6%,-0.4%
MCD,MCDONALDS CORP.,299.89,304.01,304.22,311.20,0.1%,1.4%,2.4%,3.8%
COUR,Coursera Inc.,11.19,11.17,11.18,11.43,0.1%,-0.1%,2.4%,2.2%
WMT,WAL-MART STORES INC.,,103.10,103.67,105.51,0.6%,,2.3%,
CVS,CVS Health Corporation,77.44,75.42,75.47,77.17,0.1%,-2.5%,2.3%,-0.3%
CVX,CHEVRON CORP.,153.40,155.35,155.46,158.92,0.1%,1.3%,2.3%,3.6%
SHOP,Shopify Inc.,149.57,148.66,148.77,151.97,0.1%,-0.5%,2.2%,1.6%
UBER,Uber Technologies Inc.,96.61,98.00,98.08,100.14,0.1%,1.5%,2.2%,3.7%
MPAA,Motorcar Parts of America Inc.,15.99,16.55,16.64,16.91,0.6%,4.1%,2.2%,5.7%
PEP,PepsiCo Inc.,142.31,140.49,140.59,143.48,0.1%,-1.2%,2.1%,0.8%
XPO,XPO Inc.,,129.31,129.41,131.82,0.1%,,1.9%,
QCOM,QUALCOMM INC.,166.49,166.41,166.82,169.31,0.2%,0.2%,1.7%,1.7%
BABA,ALIBABA GROUP HOLDING LTD.,189.35,178.77,179.79,181.04,0.6%,-5.1%,1.3%,-4.4%
ASML,ASML Holding N.V.,1030.17,967.66,965.19,967.76,-0.3%,-6.3%,0.0%,-6.1%
W,Wayfair Inc.,,89.30,89.15,89.31,-0.2%,,0.0%,
IBM,INTERNATIONAL BUSINESS MACHINES CORP.,286.49,282.16,281.20,282.16,-0.3%,-1.8%,0.0%,-1.5%
FSLR,First Solar Inc.,232.13,220.54,220.47,220.54,-0.0%,-5.0%,-0.0%,-5.0%
GE,GENERAL ELECTRIC CO,299.52,300.84,299.75,300.83,-0.4%,0.1%,-0.0%,0.4%
MRVL,Marvell Technology Inc.,,84.08,83.76,84.08,-0.4%,,-0.0%,
SMCI,Super Micro Computer Inc.,52.50,47.95,47.79,47.95,-0.3%,-9.0%,-0.0%,-8.7%
CCJ,Cameco Corp,84.18,83.87,83.86,83.87,-0.0%,-0.4%,-0.0%,-0.4%
WELL,WELL Health Technologies Corp.,,178.17,177.58,178.16,-0.3%,,-0.0%,
UHS,Universal Health Services Inc.,203.51,204.49,203.83,204.48,-0.3%,0.2%,-0.0%,0.5%
UPWK,Upwork Inc.,17.71,18.58,18.51,18.57,-0.4%,4.5%,-0.0%,4.9%
CG,Centerra Gold Inc.,61.72,63.40,63.20,63.39,-0.3%,2.4%,-0.0%,2.7%
HAL,Halliburton Company,24.39,24.61,24.53,24.61,-0.3%,0.5%,-0.0%,0.9%
HBM,Hudbay Minerals Inc.,15.45,15.17,15.11,15.16,-0.3%,-2.2%,-0.0%,-1.8%
LW,Lamb Weston Holdings Inc.,62.13,58.10,58.08,58.10,-0.0%,-6.5%,-0.0%,-6.5%
BILL,BILL Holdings Inc.,54.44,52.99,52.81,52.99,-0.3%,-3.0%,-0.0%,-2.7%
AVGO,Broadcom Inc.,338.18,330.07,329.91,330.03,-0.0%,-2.4%,-0.0%,-2.4%
PFE,Pfizer Inc.,27.09,25.49,25.48,25.49,-0.1%,-6.0%,-0.0%,-5.9%
SNPS,SYNOPSYS INC.,471.14,493.66,493.39,493.60,-0.1%,4.7%,-0.0%,4.8%
WDAY,Workday Inc.,,240.89,240.73,240.85,-0.1%,,-0.0%,
EFX,Enerflex Ltd.,253.84,237.74,237.57,237.70,-0.1%,-6.4%,-0.0%,-6.4%
MDLZ,Mondelez International Inc.,61.78,62.52,62.47,62.50,-0.1%,1.1%,-0.0%,1.2%
HRTG,Heritage Insurance Holdings Inc.,23.39,25.21,25.18,25.20,-0.1%,7.7%,-0.0%,7.7%
CSTM,Constellium SE,15.45,14.89,14.88,14.89,-0.1%,-3.7%,-0.0%,-3.6%
ADBE,ADOBE INC.,343.72,353.15,351.60,353.05,-0.4%,2.3%,-0.0%,2.7%
TX,Ternium S.A.,35.36,34.73,34.77,34.72,0.1%,-1.7%,-0.0%,-1.8%
HQY,HealthEquity Inc.,89.68,94.88,94.46,94.85,-0.4%,5.3%,-0.0%,5.8%
ITGR,Integer Holding Corporation,103.12,103.48,103.33,103.44,-0.1%,0.2%,-0.0%,0.3%
DUOL,Duolingo Inc.,303.72,322.36,320.63,322.23,-0.5%,5.6%,-0.0%,6.1%
DBRG,DIGITALBRIDGE GROUP INC.,11.79,11.72,11.70,11.71,-0.2%,-0.8%,-0.0%,-0.6%
KINS,Kingstone Companies Inc.,14.48,14.94,14.91,14.93,-0.2%,3.0%,-0.0%,3.1%
AVNW,Aviat Networks Inc.,22.45,22.98,22.93,22.96,-0.2%,2.1%,-0.0%,2.3%
DXCM,DexCom Inc.,66.44,67.42,67.29,67.39,-0.2%,1.3%,-0.0%,1.4%
AMRK,A-Mark Precious Metals Inc.,26.53,25.92,25.79,25.91,-0.5%,-2.8%,-0.1%,-2.3%
BRZE,Braze Inc.,27.74,28.51,28.44,28.49,-0.2%,2.5%,-0.1%,2.7%
CHMI,Cherry Hill Mortgage Investment Corporation,2.44,2.40,2.39,2.39,-0.3%,-2.0%,-0.1%,-1.9%
IDYA,IDEAYA Biosciences Inc.,27.36,27.29,27.21,27.27,-0.3%,-0.5%,-0.1%,-0.3%
TEAD,Teads Holding Co.,1.63,1.66,1.65,1.65,-0.3%,1.2%,-0.1%,1.5%
IMVT,Immunovant Inc.,16.34,16.21,16.12,16.19,-0.6%,-1.3%,-0.1%,-0.9%
PACS,PACS Group Inc.,14.12,13.81,13.69,13.79,-0.9%,-3.0%,-0.1%,-2.3%
UNH,UNITEDHEALTH GROUP INC.,348.30,345.29,347.34,344.62,0.6%,-0.3%,-0.2%,-1.1%
MD,Pediatrix Medical Group Inc.,17.04,16.75,16.77,16.71,0.1%,-1.6%,-0.3%,-2.0%
CLS,CELESTICA INC.,250.95,246.34,246.65,243.95,0.1%,-1.7%,-1.0%,-2.8%
AAPL,Apple Inc.,257.13,254.58,256.13,251.76,0.6%,-0.4%,-1.1%,-2.1%
GOOGL,Alphabet Inc.,244.90,254.66,256.22,250.86,0.6%,4.6%,-1.5%,2.4%
ALAB,Astera Labs,209.60,195.75,196.02,192.49,0.1%,-6.5%,-1.7%,-8.2%
CVE,Cenovus Energy Inc.,16.74,16.98,17.01,16.55,0.2%,1.6%,-2.6%,-1.1%
CDE,Coeur Mining Inc.,18.88,18.75,18.87,17.89,0.7%,-0.0%,-4.5%,-5.2%
TSLA,Tesla Inc.,459.46,444.31,447.35,418.73,0.7%,-2.6%,-5.8%,-8.9%
INTC,INTEL CORP.,35.94,35.46,35.71,32.96,0.7%,-0.6%,-7.0%,-8.3%
ERIE,Erie Indemnity Company,314.61,315.19,316.34,265.54,0.4%,0.5%,-15.8%,-15.6%
