symbol,name,actual1_T,consensus1_T,forecast1_T,forecast10_T,delta_f1_c1_pct,delta_f1_act_pct,delta_f10_c1_pct,delta_f10_act_pct
CHMI,Cherry Hill Mortgage Investment Corporation,2.52,2.50,2.52,2.87,1.1%,0.3%,14.9%,14.1%
LFST,LIFESTANCE HEALTH GROUP,5.42,5.27,5.33,6.06,1.1%,-1.7%,14.9%,11.7%
TXO,TXO Partners L.P.,14.28,14.11,14.11,15.99,0.0%,-1.2%,13.3%,11.9%
AENT,Alliance Entertainment Holding Corporation,6.73,6.51,6.51,7.38,0.0%,-3.2%,13.3%,9.6%
KNF,Knife River Corporation,73.60,72.19,72.99,81.76,1.1%,-0.8%,13.3%,11.1%
AVNW,Aviat Networks Inc.,22.54,22.48,22.72,25.41,1.1%,0.8%,13.0%,12.7%
AMRK,A-Mark Precious Metals Inc.,26.65,25.83,25.84,29.15,0.0%,-3.1%,12.8%,9.4%
SPB,Superior Plus Corp.,52.17,52.28,52.86,58.83,1.1%,1.3%,12.5%,12.8%
AHCO,AdaptHealth Corp,8.89,8.75,8.84,9.83,1.1%,-0.5%,12.4%,10.6%
FINV,FinVolution Group,7.57,7.64,7.72,8.57,1.1%,2.1%,12.2%,13.2%
DXCM,DexCom Inc.,67.10,68.43,69.20,76.78,1.1%,3.1%,12.2%,14.4%
KINS,Kingstone Companies Inc.,14.91,14.88,14.88,16.64,0.0%,-0.2%,11.9%,11.6%
ARCO,Arcos Dorados Holdings Inc.,6.92,6.98,6.99,7.81,0.0%,1.0%,11.8%,12.9%
BWMX,Betterware de México S.A.P.I. de C.V.,12.86,12.94,13.09,14.45,1.1%,1.8%,11.6%,12.4%
DAR,DARLING INGREDIENTS INC.,32.12,31.49,31.84,35.13,1.1%,-0.9%,11.6%,9.4%
ASIX,AdvanSix Inc.,19.47,19.13,19.34,21.33,1.1%,-0.7%,11.5%,9.5%
DUOL,Duolingo Inc.,326.39,314.06,317.61,349.13,1.1%,-2.7%,11.2%,7.0%
EEFT,Euronext Worldwide,89.45,88.07,89.06,97.90,1.1%,-0.4%,11.2%,9.4%
ARDT,Ardent Health Inc.,13.26,13.21,13.22,14.67,0.0%,-0.3%,11.0%,10.6%
BRZE,Braze Inc.,31.58,31.33,31.34,34.75,0.0%,-0.8%,10.9%,10.0%
FI,FISERV,128.66,128.89,130.35,142.92,1.1%,1.3%,10.9%,11.1%
KRO,Kronos Worldwide Inc.,5.75,5.59,5.65,6.19,1.1%,-1.7%,10.7%,7.6%
SLGN,Silgan Holdings Inc.,42.53,41.57,42.05,46.01,1.1%,-1.1%,10.7%,8.2%
CAL,Caleres Inc.,13.65,13.33,13.48,14.74,1.1%,-1.2%,10.5%,7.9%
SPNT,SiriusPoint Ltd.,18.32,17.80,18.00,19.67,1.1%,-1.7%,10.5%,7.4%
QUAD,Quad/Graphics Inc.,6.55,6.56,6.56,7.24,0.1%,0.1%,10.4%,10.5%
UTZ,Utz Brands Inc.,12.11,12.09,12.23,13.33,1.1%,1.0%,10.3%,10.1%
LKQ,LKQ Corporation,29.98,30.03,30.37,33.02,1.2%,1.3%,10.0%,10.1%
CTRA,Coterra Energy Inc.,23.83,23.74,24.01,26.05,1.2%,0.8%,9.8%,9.3%
TNC,Tennant Company,79.68,79.80,80.73,87.54,1.2%,1.3%,9.7%,9.9%
DBRG,DIGITALBRIDGE GROUP INC.,11.79,11.87,11.88,13.02,0.1%,0.7%,9.7%,10.4%
ALK,Alaska Air Group Inc,50.84,51.37,51.96,56.33,1.2%,2.2%,9.7%,10.8%
CRM,Salesforce Inc.,243.47,241.32,244.11,264.52,1.2%,0.3%,9.6%,8.6%
MATV,Mativ Holdings Inc.,11.39,11.20,11.33,12.26,1.2%,-0.6%,9.5%,7.7%
ITGR,Integer Holding Corporation,101.44,101.93,103.11,111.59,1.2%,1.6%,9.5%,10.0%
CON,CONCENTRA GROUP HOLDING,20.82,20.61,20.85,22.47,1.2%,0.1%,9.0%,7.9%
STZ,Constellation Brands Inc.,132.37,132.84,134.39,144.59,1.2%,1.5%,8.8%,9.2%
ATR,AptarGroup Inc.,132.30,131.00,132.54,142.38,1.2%,0.2%,8.7%,7.6%
ZTS,Zoetis Inc.,143.53,141.33,142.98,153.42,1.2%,-0.4%,8.6%,6.9%
SLB,Schlumberger Limited,35.51,34.64,35.04,37.60,1.2%,-1.3%,8.5%,5.9%
NRDS,NerdWallet Inc.,11.01,10.81,10.82,11.73,0.1%,-1.7%,8.5%,6.5%
DHR,Danaher Corporation,184.85,181.71,183.84,197.01,1.2%,-0.5%,8.4%,6.6%
MTDR,MATADOR RESOURCES COMPANY,49.00,48.13,48.69,52.17,1.2%,-0.6%,8.4%,6.5%
HRTG,Heritage Insurance Holdings Inc.,23.94,23.97,24.15,25.84,0.8%,0.9%,7.8%,7.9%
MAX,MediaAlpha Inc,12.04,12.07,12.09,13.00,0.1%,0.4%,7.6%,7.9%
TWLO,Twilio Inc.,101.33,101.45,102.66,108.87,1.2%,1.3%,7.3%,7.4%
CHE,Chemed Corporation,462.07,450.97,456.38,482.60,1.2%,-1.2%,7.0%,4.4%
SPGI,S&P Global Inc.,487.14,485.49,491.31,519.45,1.2%,0.9%,7.0%,6.6%
ADBE,ADOBE INC.,360.37,354.56,358.81,379.27,1.2%,-0.4%,7.0%,5.2%
DOX,Amdocs Limited,81.63,81.29,82.27,86.92,1.2%,0.8%,6.9%,6.5%
UTL,Unitil Corporation,46.99,46.13,46.69,49.32,1.2%,-0.6%,6.9%,5.0%
TRVG,trivago N.V.,3.43,3.45,3.46,3.69,0.1%,0.8%,6.8%,7.5%
HQY,HealthEquity Inc.,96.53,96.26,96.37,102.74,0.1%,-0.2%,6.7%,6.4%
DDL,Dingdong (Cayman) Limited,2.02,2.10,2.10,2.24,0.1%,3.9%,6.7%,10.8%
HTO,H2O America,48.41,48.05,48.63,51.26,1.2%,0.5%,6.7%,5.9%
CIVI,Civitas Resources Inc.,33.30,32.98,33.37,35.16,1.2%,0.2%,6.6%,5.6%
AMTM,Amentum Holdings Inc.,22.57,22.38,22.65,23.83,1.2%,0.4%,6.5%,5.6%
TXG,Torex Gold Resources Inc.,11.72,11.96,12.11,12.73,1.2%,3.3%,6.4%,8.6%
SLVM,Sylvamo Corporation,43.07,42.66,43.18,45.39,1.2%,0.3%,6.4%,5.4%
BIIB,Biogen Inc.,137.37,135.81,137.45,144.47,1.2%,0.1%,6.4%,5.2%
NESR,National Energy Services Reunited Corp.,10.53,10.51,10.52,11.18,0.1%,-0.1%,6.3%,6.2%
AXON,Axon Enterprise Inc.,708.84,712.85,721.50,756.52,1.2%,1.8%,6.1%,6.7%
FANG,DIAMONDBLACK ENERGY INC.,148.25,145.93,147.70,154.57,1.2%,-0.4%,5.9%,4.3%
CSTM,Constellium SE,15.34,14.97,15.16,15.85,1.2%,-1.2%,5.9%,3.3%
CWT,CALIFORNIA WATER SERVICE GROUP INC.,45.70,45.33,45.88,47.85,1.2%,0.4%,5.6%,4.7%
PFE,Pfizer Inc.,23.75,23.62,23.91,24.93,1.2%,0.7%,5.5%,4.9%
AMZN,Amazon.com Inc.,219.78,218.34,221.02,229.98,1.2%,0.6%,5.3%,4.6%
MSFT,Microsoft Corporation,511.46,507.46,513.69,534.33,1.2%,0.4%,5.3%,4.5%
LW,Lamb Weston Holdings Inc.,55.23,52.87,53.52,55.59,1.2%,-3.1%,5.1%,0.6%
COP,CONOCO PHILLIPS,98.49,96.89,98.08,101.68,1.2%,-0.4%,5.0%,3.2%
TBLA,Taboola.com Ltd.,3.51,3.55,3.56,3.73,0.1%,1.4%,4.9%,6.1%
NVDA,NVIDIA Corporation,177.69,177.83,180.02,186.42,1.2%,1.3%,4.8%,4.9%
MDLZ,Mondelez International Inc.,63.36,62.61,62.70,65.51,0.1%,-1.0%,4.6%,3.4%
BA,BOEING CO,221.24,213.69,216.33,223.60,1.2%,-2.2%,4.6%,1.1%
KO,COCA-COLA CO,65.64,66.03,66.85,69.02,1.2%,1.8%,4.5%,5.2%
WSR,WISDOMTREE INC.,12.49,12.63,12.79,13.20,1.2%,2.4%,4.5%,5.7%
DDOG,Datadog Inc.,136.60,136.70,136.90,142.79,0.1%,0.2%,4.5%,4.5%
DIS,WALT DISNEY CO,112.99,113.07,114.47,118.07,1.2%,1.3%,4.4%,4.5%
SBUX,STARBUCKS CORPORATION,83.39,83.89,84.93,87.50,1.2%,1.8%,4.3%,4.9%
MU,Micron Technology Inc.,157.27,156.94,157.17,163.62,0.1%,-0.1%,4.3%,4.0%
SNPS,SYNOPSYS INC.,487.76,487.53,493.60,507.78,1.2%,1.2%,4.2%,4.1%
SMP,Standard Motor Products Inc.,41.11,39.75,39.81,41.38,0.2%,-3.2%,4.1%,0.7%
WDAY,Workday Inc.,246.67,242.91,243.28,252.53,0.2%,-1.4%,4.0%,2.4%
PFGC,Performance Food Group Company,104.31,103.07,104.35,107.11,1.2%,0.0%,3.9%,2.7%
META,Meta Platforms Inc.,743.75,749.38,758.75,778.35,1.3%,2.0%,3.9%,4.7%
INSW,International Seaways Inc.,47.22,47.43,47.50,49.18,0.2%,0.6%,3.7%,4.2%
NKE,NIKE INC.,69.24,69.28,70.15,71.83,1.3%,1.3%,3.7%,3.7%
TMUS,T-MOBILE US INC.,237.47,238.08,241.07,246.56,1.3%,1.5%,3.6%,3.8%
ZBH,Zimmer Biomet Holdings Inc.,98.24,97.02,98.24,100.42,1.3%,0.0%,3.5%,2.2%
MA,Mastercard Incorporated,565.12,567.61,574.75,587.07,1.3%,1.7%,3.4%,3.9%
TXN,TEXAS INSTRUMENTS INC.,184.55,182.13,184.43,187.87,1.3%,-0.1%,3.2%,1.8%
PRU,Prudential Financial Inc.,104.40,102.67,103.97,105.91,1.3%,-0.4%,3.1%,1.4%
IMXI,International Money Express Inc.,14.20,14.21,14.39,14.65,1.3%,1.3%,3.1%,3.2%
UAL,United Airlines Holdings Inc.,97.91,99.20,100.45,102.27,1.3%,2.6%,3.1%,4.5%
CVNA,Carvana Co.,369.43,371.56,376.26,382.94,1.3%,1.8%,3.1%,3.7%
PG,PROCTER & GAMBLE CO,152.49,152.22,154.15,156.84,1.3%,1.1%,3.0%,2.9%
NFLX,NETFLIX INC.,1210.61,1208.83,1224.11,1245.16,1.3%,1.1%,3.0%,2.9%
EFX,Enerflex Ltd.,251.77,251.89,254.42,259.11,1.0%,1.1%,2.9%,2.9%
BILL,BILL Holdings Inc.,54.20,53.21,53.31,54.68,0.2%,-1.6%,2.8%,0.9%
MPAA,Motorcar Parts of America Inc.,16.61,16.20,16.23,16.64,0.2%,-2.3%,2.8%,0.2%
AHL,Aspen Insurance Holdings Limited,36.66,36.69,36.75,37.66,0.2%,0.2%,2.7%,2.7%
CVS,CVS Health Corporation,75.78,74.64,74.77,76.59,0.2%,-1.3%,2.6%,1.1%
MDB,MongoDB,318.41,315.45,316.01,323.67,0.2%,-0.8%,2.6%,1.7%
UHS,Universal Health Services Inc.,200.85,197.70,198.05,202.67,0.2%,-1.4%,2.5%,0.9%
MCD,MCDONALDS CORP.,305.19,302.42,306.27,310.01,1.3%,0.4%,2.5%,1.6%
AVGO,Broadcom Inc.,334.53,336.23,336.83,344.58,0.2%,0.7%,2.5%,3.0%
ZM,Zoom Video Communications Inc.,84.51,84.02,84.17,86.08,0.2%,-0.4%,2.4%,1.9%
TCOM,Trip.com Group Limited,75.92,75.74,75.87,77.58,0.2%,-0.1%,2.4%,2.2%
PEP,PepsiCo Inc.,140.44,139.97,141.76,143.35,1.3%,0.9%,2.4%,2.1%
WMT,WAL-MART STORES INC.,103.14,103.09,103.27,105.50,0.2%,0.1%,2.3%,2.3%
UBER,Uber Technologies Inc.,98.45,97.64,97.81,99.87,0.2%,-0.6%,2.3%,1.4%
RCI,Rogers Communications Inc.,35.66,35.09,35.54,35.87,1.3%,-0.3%,2.2%,0.6%
MANH,MANHATTAN ASSOCIATES INC.,211.56,209.77,212.45,214.27,1.3%,0.4%,2.1%,1.3%
HAL,Halliburton Company,24.66,24.67,24.71,25.16,0.2%,0.2%,2.0%,2.0%
XOM,EXXON MOBIL CORP.,117.22,115.63,115.84,117.92,0.2%,-1.2%,2.0%,0.6%
XPO,XPO Inc.,126.10,129.19,130.85,131.73,1.3%,3.8%,2.0%,4.5%
WELL,WELL Health Technologies Corp.,174.85,171.75,172.07,174.94,0.2%,-1.6%,1.9%,0.1%
CG,Centerra Gold Inc.,63.99,63.67,64.49,64.76,1.3%,0.8%,1.7%,1.2%
HLF,High Liner Foods Incorporated,8.88,8.75,8.86,8.90,1.3%,-0.2%,1.6%,0.2%
COUR,Coursera Inc.,11.72,11.62,11.65,11.77,0.2%,-0.7%,1.3%,0.4%
QCOM,QUALCOMM INC.,169.20,169.71,170.05,171.80,0.2%,0.5%,1.2%,1.5%
MRVL,Marvell Technology Inc.,83.81,83.82,84.04,84.48,0.3%,0.3%,0.8%,0.8%
UPWK,Upwork Inc.,19.15,19.30,19.34,19.45,0.2%,1.0%,0.8%,1.6%
GE,GENERAL ELECTRIC CO,294.96,297.21,297.83,299.32,0.2%,1.0%,0.7%,1.5%
CCJ,Cameco Corp,85.57,85.67,85.85,86.14,0.2%,0.3%,0.5%,0.7%
MD,Pediatrix Medical Group Inc.,16.32,16.34,16.55,16.40,1.3%,1.4%,0.4%,0.5%
HBM,Hudbay Minerals Inc.,13.96,13.96,13.99,13.99,0.2%,0.2%,0.2%,0.2%
ALAB,Astera Labs,197.78,200.57,200.64,200.59,0.0%,1.4%,0.0%,1.4%
CVX,CHEVRON CORP.,160.15,160.76,160.72,160.75,-0.0%,0.4%,-0.0%,0.4%
SMCI,Super Micro Computer Inc.,45.82,46.25,46.24,46.25,-0.0%,0.9%,-0.0%,0.9%
SHOP,Shopify Inc.,140.25,143.52,143.45,143.51,-0.1%,2.3%,-0.0%,2.3%
TX,Ternium S.A.,34.45,34.71,34.79,34.70,0.2%,1.0%,-0.0%,0.7%
IBM,INTERNATIONAL BUSINESS MACHINES CORP.,281.44,281.44,282.05,281.39,0.2%,0.2%,-0.0%,-0.0%
DVN,Devon Energy Corporation,36.98,35.80,35.76,35.79,-0.1%,-3.3%,-0.0%,-3.2%
SSTK,Shutterstock Inc.,21.05,20.56,20.53,20.55,-0.1%,-2.5%,-0.0%,-2.4%
UIS,Unisys Corporation,3.98,3.94,3.93,3.94,-0.3%,-1.1%,-0.1%,-0.9%
SLP,Simulations Plus Inc.,14.68,14.72,14.68,14.71,-0.3%,0.0%,-0.1%,0.2%
ACCO,ACCO Brands Corporation,4.06,4.03,4.01,4.02,-0.5%,-1.2%,-0.1%,-0.9%
FSLR,First Solar Inc.,220.02,223.04,223.54,222.67,0.2%,1.6%,-0.2%,1.2%
UNH,UNITEDHEALTH GROUP INC.,344.12,345.55,346.31,344.81,0.2%,0.6%,-0.2%,0.2%
BABA,ALIBABA GROUP HOLDING LTD.,171.89,175.45,175.85,174.29,0.2%,2.3%,-0.7%,1.4%
CLS,CELESTICA INC.,243.87,244.61,245.17,242.64,0.2%,0.5%,-0.8%,-0.5%
W,Wayfair Inc.,86.85,84.96,85.15,84.25,0.2%,-2.0%,-0.8%,-3.0%
GOOGL,Alphabet Inc.,246.54,245.75,246.33,243.54,0.2%,-0.1%,-0.9%,-1.2%
AAPL,Apple Inc.,255.46,256.81,257.43,253.22,0.2%,0.8%,-1.4%,-0.9%
ASML,ASML Holding N.V.,951.52,949.19,951.62,926.65,0.3%,0.0%,-2.4%,-2.6%
CVE,Cenovus Energy Inc.,17.77,17.69,17.74,17.08,0.3%,-0.1%,-3.4%,-3.9%
TSLA,Tesla Inc.,440.40,423.04,424.31,401.50,0.3%,-3.7%,-5.1%,-8.8%
CDE,Coeur Mining Inc.,18.45,18.18,18.24,17.22,0.3%,-1.1%,-5.3%,-6.6%
INTC,INTEL CORP.,33.99,33.95,34.06,31.78,0.3%,0.2%,-6.4%,-6.5%
ERIE,Erie Indemnity Company,315.99,312.16,317.06,263.26,1.6%,0.3%,-15.7%,-16.7%
