symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b
DVN,1.005929071486735,1.0445899977093807,37.31275471817908,35.72,0.16,False,0.07072735720387868,0.3414032804848811
FANG,1.004471301285271,1.0394052852706788,153.37464389454135,147.56,0.11,False,0.04053326977496252,0.4126094595743481
ZTS,1.0088274286518315,1.0332119074070398,129.48211623625022,125.32,0.28,True,-0.13887230201862033,0.5449992324224748
SPNT,1.0053850054328142,1.023915425068114,20.92883128839225,20.44,,,0.07127321135633458,0.1332974846149253
CWT,1.0044855355463758,1.0229709176143094,45.60404350724591,44.58,0.12,False,-0.030184369391417887,1.0831265508684862
AAPL,1.0205350336744465,1.0208603038047015,265.67889406517355,260.25,0.13,False,0.11694943405749436,0.09414550150667284
AHL,1.0247318808505625,1.019347586078497,37.9808910572848,37.26,0.25,True,,0.9749163879598652
ARDT,1.0207283702313363,1.014651349365876,8.98981095538166,8.86,-0.51,False,-0.2849129546977023,0.3720379146919427
QCOM,1.0151345210825935,1.0133934413876369,171.53710782368532,169.27,0.23,True,0.06854481076839658,0.025844767865372587
CON,1.0102009177029903,1.009287010924505,20.801405295154044,20.61,,,-0.007727305553549502,1.2165910676901608
ATR,1.0078384421065842,1.0059548196698818,125.87512658529229,125.13,0.25,True,-0.0967156050987601,1.1100246235438946
CVS,1.0036912624565804,1.0042446014569015,80.7010961730766,80.36,0.24,True,0.13868877918279665,0.7516051773338759
ZM,1.0227192528936218,1.0019696663705122,86.92086855764194,86.75,0.03,False,0.08447531396654195,0.43554739951660626
IMXI,1.0128022463205202,0.9953689804090692,15.438172886144663,15.51,0.02,False,0.18901597620434818,1.038869257950529
INSW,1.022774991220419,0.9951440111738195,54.19554284852621,54.46,0.12,False,0.29858052701481475,0.9956224514272011
GOOGL,0.9894600864782594,0.9892982983102802,328.3085332772496,331.86,0.29,True,0.49102781895060144,1.050550000610434
SBUX,1.0208036868927701,0.9887830348017443,88.95092181076491,89.96,0.16,False,0.04431852875997033,0.9683718872784975
BMRN,1.0164564381569863,0.9875308300109744,56.99040419993334,57.71,0.26,True,0.010065651641991025,0.4867837528268087
IBM,0.9981407466013894,0.9863566315621104,307.92081324105965,312.18,0.28,True,0.1498643242604134,1.0015298794829637
TWLO,1.0017179796960844,0.9843657970681791,129.9461288709703,132.01,-0.13,False,0.1488351085262345,0.039857823176201686
SNDX,1.0248068449449905,0.9839365062784137,20.38716441008873,20.72,0.27,True,0.4680979204307931,0.3810789906216763
CVX,1.0240734834480152,0.9816705550473231,159.36439790638244,162.34,0.2,False,0.09963354580000128,0.9522185981888596
BIIB,0.9991218937321573,0.9799399991567076,181.90626204345963,185.63,0.22,True,0.30134249360300025,0.8915563074888664
IDYA,1.0099209989706082,0.97792450548111,36.026738781924095,36.84,0.4,True,0.4497030941952851,0.8357634061102555
XPO,1.0012322577715995,0.9735250954822569,142.26122220282218,146.13,0.06,False,0.15413321539002234,0.695326625020262
ARCO,1.008884884863728,0.9730463850505314,7.667605514198187,7.88,0.29,True,0.09450525029168277,0.9284259528658712
UPWK,1.003459536473355,0.9714963596905247,19.818525737686702,20.4,0.3,True,0.2752789672740912,0.4134281601896531
SHOP,1.026646804200968,0.9702531712367827,162.93461504579292,167.93,0.41,True,0.26227282772264715,0.6425659146507211
TSLA,0.967521394655273,0.9670340663991542,434.1596144505643,448.96,-0.02,False,0.22789758367062496,0.33397992368953394
CHMI,1.0041242346225732,0.96594962732405,2.5018095347692895,2.59,,,0.03799294645719775,0.6196686640817755
W,1.000770743158093,0.9656753498093728,110.89815717210837,114.84,,,0.6365245371802015,0.982552123870306
KRO,1.0088323808943154,0.964507065038964,5.121532515356899,5.31,-0.32,False,-0.08569657523632424,0.9955688189546029
TBLA,1.0027463790518745,0.960770687520945,4.092883128839225,4.26,0.17,False,0.21505989731888198,0.5260235947258842
AMZN,1.006837761314322,0.9536845007300612,235.0546188949382,246.47,0.14,False,0.1289236589823335,0.9440665154950869
XOM,1.0239568600696871,0.9529816850738365,118.19831839970794,124.03,0.02,False,0.12252572360507874,0.8664040114613177
DHR,1.0032255440180795,0.9523894739267936,227.62108426850367,239.0,0.25,True,0.16636515232777693,0.944525936095465
KNF,1.008327602001568,0.9516015218981971,75.55716083871685,79.4,,,-0.01817246530216543,0.9948705011772621
MATV,1.008558077343382,0.9476335992710978,12.613003206298313,13.31,0.15,False,0.45392976131956964,1.093385214007782
SPB,1.0072234756852607,0.9468867055355158,59.8432397898446,63.2,0.38,True,0.11388407145777824,0.8540393976021703
TXG,0.9965218192934807,0.9462044654093191,18.73484841510452,19.8,0.46,True,0.570568498203365,0.9053883126739188
WMT,1.0077130892636248,0.9441019124175224,111.37570260789512,117.97,0.2,False,0.17137271139469523,1.0416985951468705
QUAD,1.015587094182649,0.9424298436635159,5.843065030713799,6.2,-0.44,False,0.08530117107497337,0.40261202431884763
SLVM,1.0042962740339336,0.9407913736609864,47.60404350724591,50.6,0.15,False,0.04143297884820818,0.814583851406929
DAR,1.006947801949892,0.9366150017601041,36.902631069348104,39.4,0.32,True,0.17515822879197307,1.0159696846663961
PAR,1.023160338950363,0.9358625777688918,35.431757194330245,37.86,0.32,True,-0.25453657614517045,0.8770374350707497
SLGN,1.0072370011540521,0.9286722465430862,39.97005349121443,43.04,0.1,False,-0.07861921327267862,1.1298013245033098
AHCO,1.0100144989147595,0.9218251926519286,9.771347042110444,10.6,,,0.14302967563837132,0.8710000000000004
PRU,1.0020162486923405,0.9215297627926112,108.50091427120203,117.74,0.2,False,0.13286590827961975,0.7767426103159134
TX,0.9993694669774189,0.9093974183057336,36.803313518833036,40.47,-0.28,False,0.2592530361160117,0.959120512406481
STZ,1.0069812915487346,0.9055155624588127,137.47537269249693,151.82,0.21,True,-0.031235044507545662,1.118898273506397
DXCM,1.0090246818668736,0.9034824846286325,64.12918675894034,70.98,0.22,True,-0.03746796306090061,1.129746167908874
FLOC,1.0153465379566236,0.8976087763646692,17.269992857256234,19.24,,,0.09307623695438494,0.8315352300935641
ALK,1.014868767827134,0.8957064229026704,43.59403160267297,48.67,0.06,False,-0.029828729986604574,0.005605664671668628
UAL,1.005555380651274,0.890029648971024,102.61151822986936,115.29,0.2,False,0.26600487558474084,0.670209556931704
AENT,1.0149448838798096,0.8805341960242049,6.815334677227346,7.74,0.36,True,0.4693877551020409,0.48609293193717285
ERIE,0.842778351974767,0.8800090225951747,248.42654707861783,282.3,,,-0.1544881613367174,0.3682484637222847
LFST,1.0082022689773504,0.8795372965908494,6.561348232567737,7.46,,,0.30622822223389545,1.0225409836065569
ITGR,1.0046854138098331,0.8683612276472354,72.56894779447946,83.57,-0.45,False,-0.18019760798593676,0.9045486365227342
CAL,1.0165746449126283,0.8653817482022772,11.933614307709401,13.79,0.24,True,-0.0014988378576032968,0.8269566109344545
AMTM,0.9998788065106676,0.8321515222349738,28.626012364883096,34.4,0.26,True,0.44240848672900324,1.1417473896087549
HLF,0.9928638772000222,0.8246706730656335,12.625708004634848,15.31,0.25,True,0.6403805768653839,0.9351443015294042
ASML,0.9885838367894695,0.8177402036004705,1047.7132810590308,1281.23,0.44,True,0.4917907438717444,0.9735009317444918
MDB,1.0280465095185074,0.8174288670875308,341.8405779273345,418.19,0.18,False,0.5296625188240411,0.37481714736213717
CVNA,1.0032176518665876,0.809191315406317,375.8855498325423,464.52,0.18,False,0.3786852272150538,0.8605109081469046
PACS,1.0010064176612536,0.8057973834381517,33.44864938651767,41.51,0.54,True,1.6625188416022576,0.8507258875952274
CDE,1.0055436016011192,0.804262844861596,17.38012007745909,21.61,0.54,True,0.7269487109818273,1.1377224493166518
NESR,1.0066181027375196,0.7891085641765272,14.046132442342184,17.8,0.36,True,0.8964415086298745,1.0171881677033383
HBM,1.0060375845472784,0.7576658654183699,17.077788606530056,22.54,0.32,True,0.8004489140593174,1.0698775698775695
VERA,1.0221327593466787,0.7449704947320496,34.61132918525102,46.46,0.28,True,0.6717582247554073,0.16520621011524944
MU,0.9973398708998034,0.6816356371479227,235.75731782035203,345.87,0.24,True,1.214737381337346,0.8725550580887794
AMRK,1.0121006488986741,,29.109990476341647,,,,,
