symbol,name,actual1_T,consensus1_T,forecast1_T,forecast10_T,delta_f1_c1_pct,delta_f1_act_pct,delta_f10_c1_pct,delta_f10_act_pct
NVDA,NVIDIA Corporation,176.97,170.79,170.62,170.74,-0.1%,-3.6%,-0.0%,-3.5%
COP,CONOCO PHILLIPS,95.63,93.56,93.47,93.54,-0.1%,-2.3%,-0.0%,-2.2%
DOX,Amdocs Limited,83.00,83.29,83.21,83.27,-0.1%,0.3%,-0.0%,0.3%
HTO,H2O America,48.45,48.83,48.78,48.82,-0.1%,0.7%,-0.0%,0.8%
SPGI,S&P Global Inc.,490.74,497.26,496.76,497.14,-0.1%,1.2%,-0.0%,1.3%
CIVI,Civitas Resources Inc.,33.31,33.26,33.23,33.26,-0.1%,-0.2%,-0.0%,-0.2%
FANG,DIAMONDBLACK ENERGY INC.,144.61,142.33,142.18,142.30,-0.1%,-1.7%,-0.0%,-1.6%
CHE,Chemed Corporation,456.98,454.40,453.90,454.27,-0.1%,-0.7%,-0.0%,-0.6%
DHR,Danaher Corporation,185.91,189.93,189.72,189.88,-0.1%,2.0%,-0.0%,2.1%
SSTK,Shutterstock Inc.,20.81,20.67,20.64,20.66,-0.1%,-0.8%,-0.0%,-0.7%
DDL,Dingdong (Cayman) Limited,2.09,2.03,2.03,2.03,-0.1%,-2.9%,-0.0%,-2.8%
ALK,Alaska Air Group Inc,52.90,54.21,54.14,54.19,-0.1%,2.3%,-0.0%,2.4%
MATV,Mativ Holdings Inc.,11.47,11.76,11.75,11.76,-0.1%,2.4%,-0.0%,2.5%
DVN,Devon Energy Corporation,35.21,34.52,34.48,34.51,-0.1%,-2.1%,-0.0%,-2.0%
ZTS,Zoetis Inc.,141.67,142.80,142.61,142.75,-0.1%,0.7%,-0.0%,0.8%
ATR,AptarGroup Inc.,131.50,132.20,132.02,132.15,-0.1%,0.4%,-0.0%,0.5%
SLB,Schlumberger Limited,34.61,34.54,34.49,34.53,-0.1%,-0.3%,-0.0%,-0.2%
KRO,Kronos Worldwide Inc.,5.90,5.92,5.91,5.92,-0.1%,0.2%,-0.0%,0.3%
TNC,Tennant Company,81.06,81.78,81.66,81.75,-0.1%,0.7%,-0.0%,0.8%
ITGR,Integer Holding Corporation,102.97,103.31,103.16,103.27,-0.1%,0.2%,-0.0%,0.3%
STZ,Constellation Brands Inc.,133.39,131.97,131.78,131.93,-0.1%,-1.2%,-0.0%,-1.1%
UTZ,Utz Brands Inc.,12.43,12.47,12.45,12.46,-0.1%,0.2%,-0.0%,0.3%
MTDR,MATADOR RESOURCES COMPANY,47.33,46.88,46.81,46.86,-0.1%,-1.1%,-0.0%,-1.0%
LKQ,LKQ Corporation,30.39,30.44,30.39,30.43,-0.2%,0.0%,-0.0%,0.1%
CTRA,Coterra Energy Inc.,23.75,23.51,23.47,23.50,-0.2%,-1.2%,-0.0%,-1.1%
SLGN,Silgan Holdings Inc.,42.19,42.08,42.01,42.06,-0.2%,-0.4%,-0.0%,-0.3%
SPNT,SiriusPoint Ltd.,17.59,17.62,17.59,17.61,-0.2%,0.0%,-0.0%,0.1%
ASIX,AdvanSix Inc.,19.61,19.46,19.43,19.46,-0.2%,-0.9%,-0.0%,-0.8%
KNF,Knife River Corporation,72.40,76.07,75.93,76.03,-0.2%,4.9%,-0.0%,5.0%
EEFT,Euronext Worldwide,87.91,87.53,87.37,87.49,-0.2%,-0.6%,-0.0%,-0.5%
AHCO,AdaptHealth Corp,8.95,8.99,8.97,8.98,-0.2%,0.2%,-0.0%,0.4%
DAR,DARLING INGREDIENTS INC.,31.08,31.59,31.53,31.57,-0.2%,1.4%,-0.0%,1.6%
FINV,FinVolution Group,7.69,7.70,7.69,7.70,-0.2%,0.0%,-0.0%,0.1%
DXCM,DexCom Inc.,67.50,68.33,68.20,68.30,-0.2%,1.0%,-0.0%,1.2%
SPB,Superior Plus Corp.,52.81,51.93,51.82,51.90,-0.2%,-1.9%,-0.1%,-1.7%
DUOL,Duolingo Inc.,301.17,300.12,299.50,299.97,-0.2%,-0.6%,-0.1%,-0.4%
KINS,Kingstone Companies Inc.,14.61,13.85,13.82,13.84,-0.2%,-5.4%,-0.1%,-5.2%
ENOV,enovix corporation,31.26,31.23,31.16,31.22,-0.2%,-0.3%,-0.1%,-0.1%
CRTO,Criteo S.A.,22.44,23.25,23.19,23.23,-0.3%,3.3%,-0.1%,3.5%
LNTH,lantea holdings inc,53.23,52.20,52.06,52.16,-0.3%,-2.2%,-0.1%,-2.0%
PRCT,PROCEPT BioRobotics Corporation,37.65,39.26,39.15,39.23,-0.3%,4.0%,-0.1%,4.2%
CWAN,CLEARWATER ANALYTICS INC.,18.15,18.24,18.19,18.23,-0.3%,0.2%,-0.1%,0.4%
MDXG,MiMedx Group Inc.,7.09,7.13,7.11,7.13,-0.3%,0.3%,-0.1%,0.5%
CPRX,Catalyst Pharmaceuticals Inc.,19.70,19.84,19.78,19.82,-0.3%,0.4%,-0.1%,0.6%
VCEL,Vericel Corporation,30.25,31.31,31.21,31.28,-0.3%,3.2%,-0.1%,3.4%
CBZ,CBIZ Inc.,51.99,53.07,52.90,53.03,-0.3%,1.8%,-0.1%,2.0%
BMRN,Biomarin Pharmaceutical Inc.,53.77,53.58,53.41,53.54,-0.3%,-0.7%,-0.1%,-0.4%
PAR,PAR Technology Corporation,41.22,41.93,41.79,41.89,-0.3%,1.4%,-0.1%,1.6%
KOP,Koppers Holdings Inc.,28.82,28.84,28.75,28.82,-0.3%,-0.2%,-0.1%,0.0%
EVH,Evolent Health Inc.,9.61,8.42,8.39,8.41,-0.3%,-12.7%,-0.1%,-12.5%
DAVA,Endava plc,9.38,9.20,9.17,9.20,-0.4%,-2.2%,-0.1%,-2.0%
KELYA,Kelly Services Inc.,12.93,13.49,13.44,13.48,-0.4%,3.9%,-0.1%,4.2%
SNDX,Syndax Pharmaceuticals Inc.,15.01,14.94,14.85,14.92,-0.6%,-1.1%,-0.1%,-0.6%
ALIT,Alight Inc.,3.15,3.18,3.16,3.17,-0.6%,0.3%,-0.2%,0.8%
RCKT,Rocket Pharmaceuticals Inc.,3.32,3.12,3.10,3.11,-0.6%,-6.6%,-0.2%,-6.2%
RARE,ULTRAGENYX PHARMACEUTICAL INC.,28.76,28.63,28.40,28.58,-0.8%,-1.3%,-0.2%,-0.6%
SPRY,ARS Pharmaceuticals Inc.,9.63,10.03,9.94,10.00,-0.9%,3.2%,-0.2%,3.9%
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,13.74,14.29,14.16,14.26,-0.9%,3.1%,-0.2%,3.8%
W,Wayfair Inc.,82.93,83.05,83.35,82.81,0.4%,0.5%,-0.3%,-0.1%
MU,Micron Technology Inc.,161.71,166.40,167.00,165.77,0.4%,3.3%,-0.4%,2.5%
UPWK,Upwork Inc.,19.92,19.66,19.73,19.54,0.4%,-1.0%,-0.6%,-1.9%
AAPL,Apple Inc.,252.31,254.38,255.34,251.39,0.4%,1.2%,-1.2%,-0.4%
GOOGL,Alphabet Inc.,247.14,251.60,252.34,247.94,0.3%,2.1%,-1.5%,0.3%
CLS,CELESTICA INC.,240.46,257.54,258.35,251.03,0.3%,7.4%,-2.5%,4.4%
ASML,ASML Holding N.V.,946.94,963.11,966.82,938.05,0.4%,2.1%,-2.6%,-0.9%
CVE,Cenovus Energy Inc.,17.81,17.34,17.41,16.82,0.4%,-2.2%,-3.0%,-5.6%
ALAB,Astera Labs,205.27,229.92,230.93,218.19,0.4%,12.5%,-5.1%,6.3%
TSLA,Tesla Inc.,442.79,425.49,427.37,403.34,0.4%,-3.5%,-5.2%,-8.9%
CDE,Coeur Mining Inc.,17.42,18.01,18.09,16.93,0.5%,3.9%,-6.0%,-2.8%
ERIE,Erie Indemnity Company,314.27,316.49,318.11,266.52,0.5%,1.2%,-15.8%,-15.2%
