symbol,name,actual1_T,consensus1_T,forecast1_T,forecast10_T,delta_f1_c1_pct,delta_f1_act_pct,delta_f10_c1_pct,delta_f10_act_pct
KINS,Kingstone Companies Inc.,13.77,13.74,13.71,13.73,-0.2%,-0.4%,-0.1%,-0.3%
LNTH,lantea holdings inc,52.94,54.88,54.75,54.85,-0.2%,3.4%,-0.1%,3.6%
CBZ,CBIZ Inc.,55.69,58.10,57.95,58.06,-0.3%,4.1%,-0.1%,4.3%
MDXG,MiMedx Group Inc.,6.94,7.16,7.14,7.16,-0.3%,2.9%,-0.1%,3.1%
DUOL,Duolingo Inc.,307.91,271.96,271.18,271.77,-0.3%,-11.9%,-0.1%,-11.7%
GDYN,Grid Dynamics Holdings Inc.,7.58,7.78,7.76,7.78,-0.3%,2.4%,-0.1%,2.6%
SLP,Simulations Plus Inc.,15.05,13.89,13.84,13.87,-0.3%,-8.0%,-0.1%,-7.8%
NX,Quanex Building Products Corporation,14.40,18.24,18.18,18.23,-0.3%,26.2%,-0.1%,26.6%
DAVA,Endava plc,9.88,10.21,10.18,10.21,-0.3%,3.0%,-0.1%,3.3%
UIS,Unisys Corporation,3.95,3.90,3.88,3.89,-0.4%,-1.8%,-0.1%,-1.5%
BTM,Bitcoin Depot Inc.,3.93,3.54,3.52,3.53,-0.4%,-10.4%,-0.1%,-10.1%
MNMD,Mind Medicine (MindMed) Inc.,9.44,9.28,9.22,9.27,-0.7%,-2.3%,-0.2%,-1.8%
SPRY,ARS Pharmaceuticals Inc.,10.03,10.24,10.15,10.22,-0.9%,1.2%,-0.2%,1.9%
LVO,LiveOne Inc.,0.57,0.45,0.44,0.45,-1.3%,-22.8%,-0.3%,-22.0%
AAPL,Apple Inc.,234.07,239.67,240.54,238.65,0.4%,2.8%,-0.4%,2.0%
MDB,MongoDB,330.10,324.71,325.59,322.82,0.3%,-1.4%,-0.6%,-2.2%
GOOGL,Alphabet Inc.,240.80,234.98,235.64,233.61,0.3%,-2.1%,-0.6%,-3.0%
CVE,Cenovus Energy Inc.,16.87,15.95,16.00,15.77,0.3%,-5.2%,-1.1%,-6.5%
HLF,High Liner Foods Incorporated,9.56,9.86,9.89,9.73,0.3%,3.4%,-1.3%,1.7%
CLS,CELESTICA INC.,241.77,242.61,243.33,238.47,0.3%,0.6%,-1.7%,-1.4%
ALAB,Astera Labs,229.50,191.14,191.88,187.24,0.4%,-16.4%,-2.0%,-18.4%
W,Wayfair Inc.,87.61,89.58,89.93,87.50,0.4%,2.6%,-2.3%,-0.1%
CDE,Coeur Mining Inc.,15.53,14.66,14.72,14.27,0.4%,-5.2%,-2.7%,-8.1%
TSLA,Tesla Inc.,395.94,350.68,352.09,340.72,0.4%,-11.1%,-2.8%,-13.9%
ERIE,Erie Indemnity Company,338.66,334.19,335.93,279.83,0.5%,-0.8%,-16.3%,-17.4%
