symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b,ma20_T,f10_over_ma20_x,spy_trend_value,spy_trend_bin,rule_4a
ARCO,1.0082871614381597,0.9852867103769006,7.7936178790812844,7.91,0.13,False,0.095230158068728,0.9979989468141128,7.412141666666666,1.051466395216131,0.002253037967323568,"[0,1)%",False
BWMX,1.0053001356372826,0.9849674778439892,15.946623466294186,16.19,0.57,True,0.4165136349136555,0.9735503827199332,14.623499999999998,1.0904792605254685,0.002253037967323568,"[0,1)%",False
CDE,1.002201517263645,0.9846468830219852,19.31877184489135,19.62,0.31,True,0.7360887745255709,1.3185475809676128,18.3145,1.0548347945557537,0.002253037967323568,"[0,1)%",False
PRU,0.9999040651896048,0.9841401353702895,116.83711687116076,118.72,0.2,False,0.1334127697582066,0.7896863049541403,115.74499999999998,1.0094355425388637,0.002253037967323568,"[0,1)%",False
KINS,1.0081682156063836,0.9831277293247404,16.998278440024762,17.29,0.08,False,0.1037698681805558,0.6525624567986567,16.781,1.0129478839178097,0.002253037967323568,"[0,1)%",False
ENOV,1.0196249293940796,0.9821840254775096,28.316365454516596,28.83,0.29,True,-0.1313584593016695,0.4087418783225046,27.254,1.038980166379856,0.002253037967323568,"[0,1)%",False
SPB,1.005573789301793,0.9820142395424092,62.78999047634164,63.94,-0.43,False,0.1128336122610764,0.8700128700128698,60.985,1.029597285829985,0.002253037967323568,"[0,1)%",False
ASML,0.9549067387800596,0.9815242889546396,1172.254088784305,1194.32,0.44,True,0.4968657915760162,1.0515698703581806,1113.56175,1.0527068559819919,0.002253037967323568,"[0,1)%",False
ITGR,1.001313125462833,0.9784041911198186,81.00208298280978,82.79,-0.55,False,-0.1817783858265017,0.9414233490751052,77.923,1.0395144306919624,0.002253037967323568,"[0,1)%",False
MATV,1.0090433293469108,0.9778647137522836,12.448217806066571,12.73,-0.06,False,0.4589935631024309,1.1697644608235862,12.469,0.9983332910471227,0.002253037967323568,"[0,1)%",False
CVX,1.002569994923022,0.977447899770448,155.65857803844384,159.25,0.19,False,0.0997719984881184,1.0273332182990746,,,0.002253037967323568,"[0,1)%",False
NX,1.0206648807993832,0.9773138209154784,16.13545118331455,16.51,,,0.0573719999760775,1.29280167890871,15.791173374612999,1.0218019143058132,0.002253037967323568,"[0,1)%",False
SLGN,1.006330687764047,0.9749671745357652,41.026618704465,42.08,0.03,False,-0.0795544727064263,1.2089399918356254,40.946000000000005,1.0019689030543886,0.002253037967323568,"[0,1)%",False
IBM,0.9916571271746616,0.9719091351464504,294.21633339153345,302.72,0.26,True,0.1512386962536156,1.0194721734287315,302.4700000000001,0.9727124455037967,0.002253037967323568,"[0,1)%",False
W,1.0009729208764782,0.970586189566314,110.11300320629832,113.45,-0.12,False,0.6446463372692879,1.0638467637524214,103.53399999999999,1.0635443738897206,0.002253037967323568,"[0,1)%",False
FLOC,1.011490254336169,0.97014515252295,18.93723337724798,19.52,,,0.0900078829914534,0.840583999210812,18.5295,1.022004553671064,0.002253037967323568,"[0,1)%",False
ERIE,0.9841606883134694,0.9699344336705296,276.78048999222233,285.36,-0.13,False,-0.1561322699145161,0.400461875050647,283.52840946867735,0.9762001998702691,0.002253037967323568,"[0,1)%",False
TSLA,0.9766542541392592,0.9664659100452516,421.1858435977207,435.8,-0.07,False,0.2200458068927473,0.2855408101309742,461.82300000000004,0.9120070754330569,0.002253037967323568,"[0,1)%",False
XOM,1.0017272337122485,0.965952896199636,118.72527047189726,122.91,0.13,False,0.122615833419347,0.906557782256531,,,0.002253037967323568,"[0,1)%",False
HLF,0.9907845204423794,0.9604219556268716,14.089390089046208,14.67,0.13,False,0.6459821044480769,0.9911676750817164,13.892500000000002,1.0141724015869142,0.002253037967323568,"[0,1)%",False
AMTM,0.9976973094079088,0.9580377772465783,31.1074866271964,32.47,,,0.4464035541644053,1.3316795081329291,30.1055,1.0332825107437644,0.002253037967323568,"[0,1)%",False
COP,1.0054421190976566,0.9575366978237616,94.52802280916175,98.72,0.15,False,0.0508595089715169,0.6034862876805465,94.47049999999999,1.0006088970542315,0.002253037967323568,"[0,1)%",False
STZ,1.005997939647893,0.9560644909068008,141.45930207457025,147.96,0.13,False,-0.0325700358730043,1.1643347360316467,141.74100000000004,0.9980125868631532,0.002253037967323568,"[0,1)%",False
SLB,1.0018892512844917,0.9557061073340448,42.462022348851605,44.43,0.27,True,0.2839649383179377,1.036688933241008,39.8895,1.0644912157046744,0.002253037967323568,"[0,1)%",False
LKQ,1.00878822039735,0.9553223229260912,31.52563665656101,33.0,-0.02,False,-0.0173909955131467,1.1412785077980103,30.74525,1.0253823487062557,0.002253037967323568,"[0,1)%",False
HAL,0.99963099277391,0.9439576273285908,30.36711687116077,32.17,0.22,True,0.3738393426243345,0.943309881078388,29.052,1.0452676879788232,0.002253037967323568,"[0,1)%",False
UIS,1.021891915275815,0.9433538835759644,2.952697655592768,3.13,,,-0.1279520438220247,1.5117416829745594,2.858,1.0331342391857132,0.002253037967323568,"[0,1)%",False
MU,0.9040991501616372,0.937345564843536,306.5307466151331,327.02,0.3,True,1.2329002719222817,0.9210683130774038,284.3946657809396,1.0778357806867034,0.002253037967323568,"[0,1)%",False
KRO,1.0105929340082536,0.9365697898975148,4.888894303265028,5.22,,,-0.0857064292711429,1.0798555377207064,4.741999999999999,1.030977288752642,0.002253037967323568,"[0,1)%",False
NESR,1.001765787924594,0.9259981905768164,16.35312804558658,17.66,0.36,True,0.9065368507867144,1.120721009841677,15.479,1.0564718680526248,0.002253037967323568,"[0,1)%",False
AMRK,1.0113866186002158,,29.633426453548356,,,,,,,,0.002253037967323568,"[0,1)%",False
