symbol,name,actual1_T,consensus1_T,forecast1_T,forecast10_T,delta_f1_c1_pct,delta_f1_act_pct,delta_f10_c1_pct,delta_f10_act_pct
EVH,Evolent Health Inc.,8.39,8.62,8.59,8.61,-0.3%,2.3%,-0.1%,2.6%
PAR,PAR Technology Corporation,41.83,42.11,41.97,42.07,-0.3%,0.3%,-0.1%,0.6%
KOP,Koppers Holdings Inc.,28.76,28.98,28.89,28.96,-0.3%,0.5%,-0.1%,0.7%
KELYA,Kelly Services Inc.,13.44,13.78,13.73,13.77,-0.4%,2.2%,-0.1%,2.4%
DAVA,Endava plc,9.17,9.18,9.15,9.18,-0.4%,-0.2%,-0.1%,0.1%
ALIT,Alight Inc.,3.17,3.35,3.33,3.34,-0.6%,5.0%,-0.1%,5.5%
RCKT,Rocket Pharmaceuticals Inc.,3.10,3.20,3.18,3.19,-0.6%,2.6%,-0.1%,3.0%
MNMD,Mind Medicine (MindMed) Inc.,9.95,9.60,9.54,9.58,-0.6%,-4.1%,-0.1%,-3.7%
SNDX,Syndax Pharmaceuticals Inc.,14.85,14.98,14.89,14.96,-0.6%,0.3%,-0.1%,0.7%
HBM,Hudbay Minerals Inc.,13.44,14.21,14.26,14.18,0.4%,6.1%,-0.2%,5.5%
SPRY,ARS Pharmaceuticals Inc.,9.94,9.88,9.79,9.85,-0.9%,-1.5%,-0.2%,-0.9%
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,14.16,14.98,14.85,14.95,-0.9%,4.8%,-0.2%,5.5%
JANX,Janux Therapeutics,22.98,23.73,23.51,23.68,-0.9%,2.3%,-0.2%,3.0%
MU,Micron Technology Inc.,166.41,164.61,165.21,164.18,0.4%,-0.7%,-0.3%,-1.3%
UPWK,Upwork Inc.,19.66,19.33,19.40,19.17,0.4%,-1.3%,-0.8%,-2.5%
W,Wayfair Inc.,83.02,85.28,85.59,84.49,0.4%,3.1%,-0.9%,1.8%
AAPL,Apple Inc.,254.43,256.03,256.99,252.63,0.4%,1.0%,-1.3%,-0.7%
GOOGL,Alphabet Inc.,251.66,252.47,253.22,248.59,0.3%,0.6%,-1.5%,-1.2%
CLS,CELESTICA INC.,257.64,254.70,255.49,248.90,0.3%,-0.8%,-2.3%,-3.4%
ASML,ASML Holding N.V.,963.51,957.42,961.07,933.79,0.4%,-0.3%,-2.5%,-3.1%
CVE,Cenovus Energy Inc.,17.34,17.08,17.15,16.62,0.4%,-1.1%,-2.7%,-4.2%
TSLA,Tesla Inc.,425.85,433.81,435.76,409.11,0.4%,2.3%,-5.7%,-3.9%
ALAB,Astera Labs,230.11,237.08,238.15,223.58,0.4%,3.5%,-5.7%,-2.8%
CDE,Coeur Mining Inc.,18.03,17.85,17.93,16.81,0.5%,-0.5%,-5.9%,-6.8%
ERIE,Erie Indemnity Company,317.30,320.21,321.85,269.32,0.5%,1.4%,-15.9%,-15.1%
