symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,a1_T,f10_over_a1_T_x,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b
AHL,1.0247318808505625,1.0188007257855365,37.9808910572848,37.28,37.315,1.0178451308397374,0.39,True,,0.7759535236170843
ARCO,1.008884884863728,1.018274304674394,7.667605514198187,7.53,7.425,1.032674143326355,0.34,True,0.04730246595919274,0.5094205112536925
FANG,1.004471301285271,1.0138461389115636,153.37464389454135,151.28,148.7,1.0314367444152075,0.09,False,0.06780656381993544,0.7371975579806652
ATR,1.0078384421065842,1.0093426877178437,125.87512658529229,124.71,123.785,1.0168851362062632,0.35,True,-0.09605019382261093,0.7648954631848608
CHE,1.007209447197245,1.0085622864203967,455.76929723337724,451.9,449.605,1.0137104730449555,0.15,False,-0.059437943925933934,0.8180267195002818
IBM,0.9981407466013894,1.0073635398994327,307.92081324105965,305.67,291.33,1.0569485231217508,0.28,True,0.1198770762074759,0.6900763431082836
CVX,1.0061652216718744,1.005656247156619,167.20040765225949,166.26,165.3,1.0114967190094342,0.14,False,0.12534164332639763,0.8395514366006845
IDYA,1.0099209989706082,1.0052103454777928,36.026738781924095,35.84,35.75,1.0077409449489256,0.26,True,0.38373035790123944,0.5471527022125503
MATV,1.008558077343382,0.9994455789459836,12.613003206298313,12.62,12.16,1.0372535531495324,0.16,False,0.35372865356560523,0.5462427745664735
CWT,1.0044855355463758,0.9985558026548261,45.60404350724591,45.67,44.7,1.0202246869629956,0.01,False,-0.005491897165205373,0.9529699266869481
CWT,1.0044855355463758,0.9985558026548261,45.60404350724591,45.67,44.7,1.0202246869629956,0.01,False,-0.005491897165205373,0.9529699266869481
UPWK,1.003459536473355,0.9974094482982738,19.818525737686702,19.87,19.49,1.016856117890544,0.51,True,0.22929014216953947,0.25946829834370755
IMXI,1.0128022463205202,0.996011153944817,15.438172886144663,15.5,15.47,0.9979426558593835,0.31,True,0.18255615234375,0.7938056851930398
GOOGL,0.9894600864782594,0.9948743432643926,328.3085332772496,330.0,322.0,1.019591718252328,0.28,True,0.4541384560134134,0.7666690964959988
SNDX,1.0248068449449905,0.9935265307060784,20.38716441008873,20.52,20.23,1.0077688784028043,0.25,True,0.4339522435203107,0.26493443419135515
TSLA,0.967521394655273,0.9923648330298612,434.1596144505643,437.5,419.25,1.0355625866441605,0.03,False,0.1830514561132528,0.3153377131800385
CVE,0.9988341621555047,0.9886959084977042,17.836074189298582,18.04,17.675,1.009113108305436,0.35,True,0.18196649347756289,0.8948567090529509
XOM,0.9940937350243382,0.9881866288494148,128.35556122125047,129.89,130.48,0.9837182803590625,0.06,False,0.1718640749545517,0.905682673313892
AMZN,1.006837761314322,0.9829985734984032,235.0546188949382,239.12,231.0,1.01755246274865,0.14,False,0.08989093342193932,0.6266156168432977
CHMI,1.0017294642194634,0.9802057863585787,2.705367970349677,2.76,2.67,1.0132464308425757,,,0.10838922131641282,1.1179381443298968
TBLA,1.0027463790518745,0.9791586432629725,4.092883128839225,4.18,4.09,1.0007049214765833,0.04,False,0.1821601289629231,0.3194095477386929
PRU,1.0020162486923405,0.9714469896248727,108.50091427120203,111.69,108.37,1.0012080305546003,0.06,False,0.07303744822875324,0.15202196704942522
SPB,1.0072234756852607,0.9663045339874795,59.8432397898446,61.93,62.45,0.9582584433922274,0.37,True,0.09460474570279698,0.548507462686567
CON,1.0102009177029903,0.9652624266892827,20.801405295154044,21.55,21.91,0.949402341175447,0.38,True,0.03822898850962364,0.9871580122836406
DHR,1.0032255440180795,0.9645369899932356,227.62108426850367,235.99,234.36,0.9712454525879145,0.23,True,0.14713003610210085,0.657788623483275
W,1.000770743158093,0.9644156637282231,110.89815717210837,114.99,107.85,1.0282629315911764,0.18,False,0.5924144625964705,0.7684304047384005
INSW,1.022774991220419,0.9614252767168034,54.19554284852621,56.37,56.22,0.9639904455447565,0.26,True,0.3246978481003733,0.8393952643156757
PAR,1.023160338950363,0.9573563143563969,35.431757194330245,37.01,34.06,1.040274726785973,0.1,False,-0.2625947658374761,0.5064786299106132
SBUX,1.0208036868927701,0.9565643812320133,88.95092181076491,92.99,93.66,0.9497215653508959,0.1,False,0.08077261469334718,0.9042570153061218
XPO,1.0012322577715995,0.9458228987621979,142.26122220282218,150.41,146.04,0.974125049320886,0.15,False,0.17863336203971514,0.830464155627454
KRO,1.0088323808943154,0.9380096181972342,5.121532515356899,5.46,5.25,0.9755300029251236,-0.63,False,-0.05193519820805337,0.8572343970267844
SLVM,1.0042962740339336,0.9332296315868637,47.60404350724591,51.01,50.16,0.9490439295702934,0.09,False,0.0571889261480687,0.7691780821917803
DAR,1.006947801949892,0.9325911313962119,36.902631069348104,39.57,40.43,0.9127536747303513,0.34,True,0.1732196384574105,0.7622657321346943
SLGN,1.0072370011540521,0.9325724099676722,39.97005349121443,42.86,42.02,0.9512149807523662,0.19,False,-0.07853520206222364,0.8485617597292726
WMT,1.0077130892636248,0.9304569975596919,111.37570260789512,119.7,118.71,0.9382166844233437,0.22,True,0.1789630443839696,0.8912240399838574
DXCM,1.0090246818668736,0.9221913540256015,64.12918675894034,69.54,70.73,0.9066759049758283,0.22,True,-0.05753840524222231,0.6977137046513167
QUAD,1.015587094182649,0.9216190900179494,5.843065030713799,6.34,6.01,0.9722237987876537,0.53,True,0.10529986052998597,0.6635211995863496
AHCO,1.0100144989147595,0.9209563658916535,9.771347042110444,10.61,10.4,0.9395526002029272,0.61,True,0.14468815069749374,0.7833535213704788
TXG,0.9965218192934807,0.9130043087282904,18.73484841510452,20.52,22.05,0.8496529893471437,0.47,True,0.5900567213216377,0.7476339130865663
KNF,1.008327602001568,0.9067221989525603,75.55716083871685,83.33,77.0,0.9812618290742449,0.74,True,0.03438559382521578,1.066890976492132
LFST,1.0082022689773504,0.9050135493196879,6.561348232567737,7.25,7.18,0.9138368011932783,,,0.2661543835137967,0.5975146703486361
UAL,1.005555380651274,0.9041459003424915,102.61151822986936,113.49,108.57,0.9451185247293854,0.18,False,0.2319746766188595,0.44082416006706193
AENT,1.0149448838798096,0.8851083996399151,6.815334677227346,7.7,7.65,0.8908934218597838,0.33,True,0.4340522218497411,0.3383270911360797
TX,0.9993694669774189,0.8825734656794493,36.803313518833036,41.7,42.32,0.869643514150119,0.31,True,0.28428612786192553,0.823706144601667
STZ,1.0069812915487346,0.8776517664229887,137.47537269249693,156.64,163.59,0.8403653810899011,0.17,False,0.0031399355874521806,0.8411889623281641
ERIE,0.842778351974767,0.8771814098323429,248.42654707861783,283.21,286.88,0.8659597987960744,-0.22,False,-0.14378157042813045,0.5144994562068653
ALK,1.014868767827134,0.8711836851053751,43.59403160267297,50.04,47.605,0.9157448083746029,0.02,False,-0.001594177163162791,0.47019575136142866
CAL,1.0165746449126283,0.8691634601390679,11.933614307709401,13.73,13.5,0.8839714302006964,0.08,False,0.0005975892375635894,0.7265692566798672
PACS,1.0010064176612536,0.8627456638255783,33.44864938651767,38.77,35.68,0.9374621464831187,0.3,True,1.3790822400314187,0.4439166920541726
MDB,1.0280465095185074,0.8551145135264521,341.8405779273345,399.76,384.82,0.8883129201375565,,,0.43410630237630565,0.24758917160450786
CVNA,1.0032176518665876,0.8482703327147101,375.8855498325423,443.12,442.06,0.8503043700686385,,,0.29184193885907317,0.5087651659401705
FLOC,1.0153465379566236,0.8461534961908983,17.269992857256234,20.41,20.09,0.8596313020037947,0.22,True,0.16776042888447695,0.988560033585223
ITGR,1.0046854138098331,0.8459891326005998,72.56894779447946,85.78,85.155,0.8521983182958072,-0.44,False,-0.15150711841807218,0.9126289806278294
AMTM,0.9998788065106676,0.8225865622092844,28.626012364883096,34.8,34.39,0.8323934970887785,0.43,True,0.4349864542226949,0.8590795248270945
NESR,1.0066181027375196,0.7730397601729325,14.046132442342184,18.17,18.345,0.7656654370314628,0.45,True,0.882686947601828,0.8138934745071255
ASML,0.9885838367894695,0.7711882943529085,1047.7132810590308,1358.57,1326.07,0.7900889704608587,0.36,True,0.5527440608456868,0.9111676185999119
CDE,1.0055436016011192,0.7697130238024398,17.38012007745909,22.58,22.86,0.7602852177366181,0.27,True,0.7494518435875384,0.9803626874545814
HBM,1.0060375845472784,0.7590128269568914,17.077788606530056,22.5,24.68,0.6919687441867932,0.34,True,0.7437129460998955,0.7343993624614531
VERA,1.0221327593466787,0.7441696234197167,34.61132918525102,46.51,44.83,0.7720573095081648,0.51,True,0.6404023588499197,0.24544816170938433
HLF,0.9928638772000222,0.7440016502436564,12.625708004634848,16.97,16.92,0.7462002366805465,0.33,True,0.7814028678801621,0.9638602499180299
MU,0.9973398708998034,0.6499167961966975,235.75731782035203,362.75,365.0,0.6459104597817864,0.31,True,1.2304780140352563,0.8821559603196879
AMRK,1.0121006488986741,,29.109990476341647,,29.25,0.9952133496185178,,,,
