symbol,name,actual1_T,consensus1_T,forecast1_T,forecast10_T,delta_f1_c1_pct,delta_f1_act_pct,delta_f10_c1_pct,delta_f10_act_pct
AVNW,Aviat Networks Inc.,23.97,23.80,23.83,26.40,0.1%,-0.6%,10.9%,10.2%
BWMX,Betterware de México S.A.P.I. de C.V.,13.35,13.36,13.39,14.79,0.2%,0.3%,10.6%,10.8%
CTRA,Coterra Energy Inc.,23.11,23.32,23.36,25.76,0.2%,1.1%,10.5%,11.5%
QUAD,Quad/Graphics Inc.,6.71,6.58,6.59,7.26,0.2%,-1.7%,10.2%,8.2%
BRZE,Braze Inc.,32.65,32.09,32.14,35.32,0.1%,-1.6%,10.1%,8.2%
ASIX,AdvanSix Inc.,19.94,20.44,20.48,22.32,0.2%,2.7%,9.2%,11.9%
DBRG,DIGITALBRIDGE GROUP INC.,12.32,12.06,12.08,13.16,0.1%,-2.0%,9.1%,6.8%
SLB,Schlumberger Limited,33.92,34.48,34.55,37.48,0.2%,1.9%,8.7%,10.5%
UTZ,Utz Brands Inc.,12.72,12.79,12.80,13.86,0.1%,0.6%,8.4%,8.9%
KRO,Kronos Worldwide Inc.,6.04,6.00,6.01,6.49,0.1%,-0.6%,8.3%,7.5%
CAL,Caleres Inc.,14.27,14.34,14.36,15.49,0.1%,0.6%,8.1%,8.6%
NRDS,NerdWallet Inc.,11.34,11.09,11.12,11.94,0.2%,-1.9%,7.6%,5.3%
HQY,HealthEquity Inc.,95.97,93.85,93.98,100.92,0.1%,-2.1%,7.5%,5.2%
TRVG,trivago N.V.,3.57,3.37,3.38,3.63,0.2%,-5.3%,7.5%,1.6%
UTL,Unitil Corporation,45.60,45.36,45.43,48.75,0.1%,-0.4%,7.5%,6.9%
NESR,National Energy Services Reunited Corp.,10.27,10.19,10.22,10.94,0.2%,-0.5%,7.3%,6.5%
DDL,Dingdong (Cayman) Limited,2.06,2.11,2.12,2.25,0.2%,2.8%,6.6%,9.3%
MATV,Mativ Holdings Inc.,12.18,12.29,12.32,13.09,0.3%,1.2%,6.5%,7.5%
ALK,Alaska Air Group Inc,54.77,57.31,57.40,60.79,0.2%,4.8%,6.1%,11.0%
SSTK,Shutterstock Inc.,21.10,21.73,21.79,23.02,0.3%,3.3%,5.9%,9.1%
TWLO,Twilio Inc.,105.19,106.60,106.88,112.74,0.3%,1.6%,5.8%,7.2%
SLVM,Sylvamo Corporation,43.08,43.79,43.90,46.24,0.2%,1.9%,5.6%,7.3%
MAX,MediaAlpha Inc,12.70,12.94,12.98,13.65,0.3%,2.2%,5.5%,7.5%
TBLA,Taboola.com Ltd.,3.57,3.50,3.51,3.69,0.3%,-1.6%,5.3%,3.3%
CSTM,Constellium SE,15.43,15.44,15.47,16.23,0.2%,0.3%,5.1%,5.2%
WDAY,Workday Inc.,242.66,233.81,234.45,245.68,0.3%,-3.4%,5.1%,1.2%
NVDA,NVIDIA Corporation,183.61,176.81,177.30,185.52,0.3%,-3.4%,4.9%,1.0%
BIIB,Biogen Inc.,142.50,142.61,143.01,149.41,0.3%,0.4%,4.8%,4.8%
MSFT,Microsoft Corporation,517.93,518.32,519.78,542.49,0.3%,0.4%,4.7%,4.7%
HAL,Halliburton Company,22.64,22.53,22.59,23.55,0.3%,-0.2%,4.5%,4.0%
SMP,Standard Motor Products Inc.,39.38,39.54,39.65,41.22,0.3%,0.7%,4.3%,4.7%
MDLZ,Mondelez International Inc.,63.50,63.75,63.94,66.38,0.3%,0.7%,4.1%,4.5%
MRVL,Marvell Technology Inc.,75.53,74.31,74.45,77.19,0.2%,-1.4%,3.9%,2.2%
DDOG,Datadog Inc.,138.35,138.91,139.32,144.28,0.3%,0.7%,3.9%,4.3%
UHS,Universal Health Services Inc.,194.10,188.76,189.31,195.95,0.3%,-2.5%,3.8%,1.0%
AXON,Axon Enterprise Inc.,775.92,774.98,777.29,803.17,0.3%,0.2%,3.6%,3.5%
LW,Lamb Weston Holdings Inc.,55.37,55.69,55.80,57.71,0.2%,0.8%,3.6%,4.2%
INSW,International Seaways Inc.,47.23,47.64,47.78,49.34,0.3%,1.2%,3.6%,4.5%
AMZN,Amazon.com Inc.,227.63,231.61,232.31,239.82,0.3%,2.1%,3.5%,5.4%
PFGC,Performance Food Group Company,105.51,105.57,105.89,108.99,0.3%,0.4%,3.2%,3.3%
BILL,BILL Holdings Inc.,53.41,52.37,52.48,54.00,0.2%,-1.7%,3.1%,1.1%
META,Meta Platforms Inc.,765.16,778.73,781.16,800.42,0.3%,2.1%,2.8%,4.6%
IMXI,International Money Express Inc.,14.45,14.41,14.45,14.80,0.3%,0.0%,2.7%,2.4%
HRTG,Heritage Insurance Holdings Inc.,27.15,28.41,28.48,29.18,0.2%,4.9%,2.7%,7.5%
AHL,Aspen Insurance Holdings Limited,36.70,36.67,36.75,37.65,0.2%,0.1%,2.7%,2.6%
CVS,CVS Health Corporation,75.14,74.95,75.16,76.77,0.3%,0.0%,2.4%,2.2%
ZM,Zoom Video Communications Inc.,83.53,84.19,84.41,86.20,0.3%,1.1%,2.4%,3.2%
EFX,Enerflex Ltd.,257.05,257.67,258.24,263.46,0.2%,0.5%,2.2%,2.5%
RCI,Rogers Communications Inc.,35.06,35.39,35.51,36.17,0.3%,1.3%,2.2%,3.1%
SMCI,Super Micro Computer Inc.,46.87,45.83,45.97,46.82,0.3%,-1.9%,2.2%,-0.1%
MPAA,Motorcar Parts of America Inc.,16.83,16.57,16.62,16.92,0.3%,-1.3%,2.1%,0.5%
UBER,Uber Technologies Inc.,99.37,98.54,98.86,100.55,0.3%,-0.5%,2.0%,1.2%
MDB,MongoDB,323.59,323.53,324.26,329.75,0.2%,0.2%,1.9%,1.9%
AVGO,Broadcom Inc.,338.79,345.03,345.85,350.68,0.2%,2.1%,1.6%,3.5%
CVNA,Carvana Co.,390.85,391.99,393.29,398.31,0.3%,0.6%,1.6%,1.9%
TCOM,Trip.com Group Limited,77.82,78.54,78.74,79.71,0.3%,1.2%,1.5%,2.4%
SHOP,Shopify Inc.,157.12,153.33,153.85,155.48,0.3%,-2.1%,1.4%,-1.0%
COUR,Coursera Inc.,11.65,11.65,11.68,11.80,0.3%,0.3%,1.2%,1.2%
UAL,United Airlines Holdings Inc.,104.18,106.33,106.69,107.64,0.3%,2.4%,1.2%,3.3%
MANH,MANHATTAN ASSOCIATES INC.,215.80,217.75,218.49,220.27,0.3%,1.2%,1.2%,2.1%
FSLR,First Solar Inc.,219.20,212.53,213.25,214.76,0.3%,-2.7%,1.1%,-2.0%
CCJ,Cameco Corp,86.18,86.19,86.41,86.70,0.3%,0.3%,0.6%,0.6%
HLF,High Liner Foods Incorporated,9.12,9.13,9.15,9.18,0.2%,0.4%,0.5%,0.7%
HBM,Hudbay Minerals Inc.,14.22,13.88,13.93,13.93,0.4%,-2.0%,0.4%,-2.0%
MD,Pediatrix Medical Group Inc.,16.55,16.27,16.27,16.27,-0.0%,-1.7%,-0.0%,-1.7%
XPO,XPO Inc.,131.38,130.97,130.94,130.97,-0.0%,-0.3%,-0.0%,-0.3%
PEP,PepsiCo Inc.,141.03,141.81,141.76,141.80,-0.0%,0.5%,-0.0%,0.5%
WELL,WELL Health Technologies Corp.,167.41,165.26,165.19,165.24,-0.0%,-1.3%,-0.0%,-1.3%
MA,Mastercard Incorporated,584.54,584.41,584.16,584.35,-0.0%,-0.1%,-0.0%,-0.0%
ZBH,Zimmer Biomet Holdings Inc.,101.73,100.14,100.09,100.13,-0.0%,-1.6%,-0.0%,-1.6%
PRU,Prudential Financial Inc.,102.85,103.64,103.59,103.63,-0.0%,0.7%,-0.0%,0.8%
SNPS,SYNOPSYS INC.,514.79,495.79,495.50,495.72,-0.1%,-3.7%,-0.0%,-3.7%
TXG,Torex Gold Resources Inc.,13.04,13.05,13.04,13.05,-0.1%,0.0%,-0.0%,0.0%
PFE,Pfizer Inc.,24.05,24.05,24.03,24.04,-0.1%,-0.1%,-0.0%,-0.0%
AMTM,Amentum Holdings Inc.,22.82,22.37,22.35,22.36,-0.1%,-2.1%,-0.0%,-2.0%
SPGI,S&P Global Inc.,507.16,507.62,507.16,507.50,-0.1%,0.0%,-0.0%,0.1%
DOX,Amdocs Limited,84.62,83.87,83.79,83.85,-0.1%,-1.0%,-0.0%,-0.9%
HTO,H2O America,48.51,48.76,48.71,48.75,-0.1%,0.4%,-0.0%,0.5%
DHR,Danaher Corporation,190.43,193.49,193.29,193.44,-0.1%,1.5%,-0.0%,1.6%
COP,CONOCO PHILLIPS,92.01,92.02,91.92,91.99,-0.1%,-0.1%,-0.0%,-0.0%
CHE,Chemed Corporation,452.25,452.75,452.25,452.63,-0.1%,0.0%,-0.0%,0.1%
FANG,DIAMONDBLACK ENERGY INC.,138.83,139.83,139.67,139.79,-0.1%,0.6%,-0.0%,0.7%
ZTS,Zoetis Inc.,144.62,146.06,145.88,146.01,-0.1%,0.9%,-0.0%,1.0%
ATR,AptarGroup Inc.,132.71,134.61,134.44,134.57,-0.1%,1.3%,-0.0%,1.4%
CG,Centerra Gold Inc.,67.79,68.17,68.41,68.15,0.4%,0.9%,-0.0%,0.5%
DVN,Devon Energy Corporation,33.71,34.01,33.96,34.00,-0.1%,0.7%,-0.0%,0.8%
CRM,Salesforce Inc.,247.09,247.44,247.09,247.35,-0.1%,0.0%,-0.0%,0.1%
CIVI,Civitas Resources Inc.,32.59,30.84,30.80,30.83,-0.1%,-5.5%,-0.0%,-5.4%
STZ,Constellation Brands Inc.,133.47,133.11,132.92,133.06,-0.1%,-0.4%,-0.0%,-0.3%
ITGR,Integer Holding Corporation,103.64,103.46,103.31,103.42,-0.1%,-0.3%,-0.0%,-0.2%
TNC,Tennant Company,80.94,80.78,80.66,80.75,-0.1%,-0.3%,-0.0%,-0.2%
SLGN,Silgan Holdings Inc.,42.55,42.87,42.80,42.85,-0.2%,0.6%,-0.0%,0.7%
LKQ,LKQ Corporation,30.32,30.73,30.68,30.72,-0.2%,1.2%,-0.0%,1.3%
MTDR,MATADOR RESOURCES COMPANY,45.87,45.51,45.43,45.49,-0.2%,-1.0%,-0.0%,-0.8%
EEFT,Euronext Worldwide,89.19,89.36,89.21,89.33,-0.2%,0.0%,-0.0%,0.2%
SPNT,SiriusPoint Ltd.,17.53,17.72,17.69,17.71,-0.2%,0.9%,-0.0%,1.0%
KNF,Knife River Corporation,75.67,75.75,75.61,75.72,-0.2%,-0.1%,-0.0%,0.1%
AHCO,AdaptHealth Corp,8.85,8.91,8.89,8.90,-0.2%,0.5%,-0.0%,0.6%
FINV,FinVolution Group,7.67,7.67,7.66,7.67,-0.2%,-0.1%,-0.0%,0.0%
DXCM,DexCom Inc.,69.51,67.59,67.45,67.55,-0.2%,-3.0%,-0.1%,-2.8%
ARCO,Arcos Dorados Holdings Inc.,6.96,6.72,6.71,6.72,-0.2%,-3.7%,-0.1%,-3.5%
DUOL,Duolingo Inc.,309.34,291.56,290.90,291.39,-0.2%,-6.0%,-0.1%,-5.8%
KINS,Kingstone Companies Inc.,13.89,13.72,13.69,13.71,-0.2%,-1.4%,-0.1%,-1.3%
LFST,LIFESTANCE HEALTH GROUP,5.38,5.24,5.23,5.24,-0.2%,-2.8%,-0.1%,-2.6%
LNTH,lantea holdings inc,50.11,50.55,50.41,50.52,-0.3%,0.6%,-0.1%,0.8%
CPRX,Catalyst Pharmaceuticals Inc.,20.05,19.84,19.78,19.82,-0.3%,-1.3%,-0.1%,-1.1%
MDXG,MiMedx Group Inc.,7.19,7.04,7.02,7.04,-0.3%,-2.4%,-0.1%,-2.1%
VCEL,Vericel Corporation,31.81,31.77,31.68,31.75,-0.3%,-0.4%,-0.1%,-0.2%
CRTO,Criteo S.A.,22.34,21.98,21.92,21.97,-0.3%,-1.9%,-0.1%,-1.7%
PRCT,PROCEPT BioRobotics Corporation,38.46,37.50,37.39,37.47,-0.3%,-2.8%,-0.1%,-2.6%
CBZ,CBIZ Inc.,53.78,53.94,53.78,53.90,-0.3%,0.0%,-0.1%,0.2%
PAR,PAR Technology Corporation,41.97,42.45,42.32,42.42,-0.3%,0.8%,-0.1%,1.1%
GDYN,Grid Dynamics Holdings Inc.,8.11,7.55,7.53,7.55,-0.3%,-7.2%,-0.1%,-6.9%
KELYA,Kelly Services Inc.,13.73,14.11,14.06,14.10,-0.3%,2.4%,-0.1%,2.7%
DAVA,Endava plc,9.15,9.26,9.23,9.25,-0.4%,0.8%,-0.1%,1.1%
IMCR,Immunocore Holdings plc,33.25,32.72,32.60,32.69,-0.4%,-2.0%,-0.1%,-1.7%
ALIT,Alight Inc.,3.33,3.36,3.34,3.35,-0.6%,0.5%,-0.1%,0.9%
SNDX,Syndax Pharmaceuticals Inc.,14.89,14.87,14.78,14.85,-0.6%,-0.7%,-0.2%,-0.3%
RCKT,Rocket Pharmaceuticals Inc.,3.18,3.09,3.07,3.08,-0.6%,-3.5%,-0.2%,-3.0%
IMVT,Immunovant Inc.,15.59,14.88,14.78,14.86,-0.7%,-5.2%,-0.2%,-4.7%
MNMD,Mind Medicine (MindMed) Inc.,9.54,9.10,9.04,9.09,-0.7%,-5.2%,-0.2%,-4.7%
RARE,ULTRAGENYX PHARMACEUTICAL INC.,29.47,28.36,28.13,28.31,-0.8%,-4.5%,-0.2%,-3.9%
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,14.86,14.45,14.32,14.42,-0.9%,-3.6%,-0.2%,-2.9%
SPRY,ARS Pharmaceuticals Inc.,9.79,9.88,9.79,9.86,-0.9%,0.0%,-0.2%,0.7%
JANX,Janux Therapeutics,23.51,23.67,23.45,23.62,-0.9%,-0.3%,-0.2%,0.4%
MU,Micron Technology Inc.,164.62,162.72,163.31,162.24,0.4%,-0.8%,-0.3%,-1.4%
TX,Ternium S.A.,34.15,35.19,35.32,35.06,0.4%,3.4%,-0.4%,2.7%
AAPL,Apple Inc.,256.08,245.48,246.38,244.45,0.4%,-3.8%,-0.4%,-4.5%
UPWK,Upwork Inc.,19.33,20.06,20.14,19.73,0.4%,4.2%,-1.7%,2.0%
ASML,ASML Holding N.V.,957.80,931.85,935.34,913.49,0.4%,-2.3%,-2.0%,-4.6%
GOOGL,Alphabet Inc.,252.53,254.64,255.42,249.58,0.3%,1.1%,-2.0%,-1.2%
W,Wayfair Inc.,85.27,89.28,89.63,87.50,0.4%,5.1%,-2.0%,2.6%
CLS,CELESTICA INC.,254.85,252.84,253.62,247.50,0.3%,-0.5%,-2.1%,-2.9%
CVE,Cenovus Energy Inc.,16.99,16.98,17.04,16.55,0.3%,0.3%,-2.6%,-2.6%
CDE,Coeur Mining Inc.,17.87,17.40,17.48,16.47,0.4%,-2.2%,-5.4%,-7.8%
TSLA,Tesla Inc.,434.21,425.69,427.59,402.35,0.4%,-1.5%,-5.5%,-7.3%
ALAB,Astera Labs,237.30,244.95,246.07,229.49,0.5%,3.7%,-6.3%,-3.3%
ERIE,Erie Indemnity Company,321.03,317.18,318.80,267.04,0.5%,-0.7%,-15.8%,-16.8%
