symbol,signals,fulfilled_rate,avg_ret10d,std_ret10d,sharpe_proxy,avg_fulfill_ratio,avg_pred_edge,avg_sent7d,score
PRCT,14,0.0,-0.10125826989766909,0.029450760222955737,-3.4382226173822894,0.8784396787763042,0.024833470299429856,0.2641666666666667,0.25036412748854014
CHA,9,0.0,-0.11375752753818832,0.06046743098511019,-1.8813024744874733,0.8252238959114341,0.06633350415392408,0.18,0.24336101212478223
BABA,3,0.0,-0.04275187494213032,0.00444901816357698,-9.609283075562475,0.8598340705244588,0.11331854204203833,0.225,0.23905377769406522
DDOG,4,0.0,-0.08032753335717657,0.013387838375301938,-6.000037579282842,0.8796950968849342,0.04588449034737785,0.1325,0.2290796630916322
DOX,10,0.0,0.0037565740045077956,0.0,,0.9967124384179659,0.007465961526214149,0.199,0.22902529963515814
PG,3,0.0,-0.025632215503023748,0.0,,0.9550623063173881,0.010820839983300523,0.18333333333333335,0.2055703684519919
PMTS,13,0.0,-0.12003189333914349,0.023397482184587603,-5.130120086947259,0.8391782966141828,0.038373215359327126,-0.0033333333333333427,0.19031607313578847
MPAA,2,0.0,-0.07828655834564247,0.0,,0.9065001354211814,0.02573140804391516,0.25,0.17514555737227416
UTL,2,0.0,-0.023316582914572836,0.0,,0.9868216287428501,-0.0038291495655151664,,0.1441992517843177
LW,13,0.0,-0.22008759382533905,0.14737066948427563,-1.4934287439660594,0.7675206916787605,0.05105333057762082,-0.13461538461538464,0.13002657424958852
DDI,4,0.0,-0.09950745661782305,0.0067586311000029375,-14.723019372632988,0.8723327438606386,0.032423339262765194,0.0,0.1289877283218545
MNMD,5,0.0,,,,,0.01453382489341486,0.30200000000000005,0.07759599332220368
FINV,2,0.0,,,,,0.010448904413617233,0.29,0.07612687813021704
GE,9,0.0,,,,,0.0035690106818504486,0.22555555555555554,0.06823718543251098
AMRK,18,0.0,,,,,0.002238079598880116,0.17714285714285713,0.06231019953891407
AXON,4,0.0,,,,,0.020393879483840804,0.095,0.05225375626043405
CRTO,4,0.0,,,,,0.023386020170213295,0.09,0.051641624930439625
